Temperature,Humidity,Light,Outlook,Outside_UV,Outside_Temp,Outside_Humidity,Month,Day,WeekDay,Hour,Occupancy,hr_before,hr_after
10,67,0,0,0,1.1,86,2,13,2,23,0,67,79
10,65,0,0,0,0.4,89,2,13,2,23,0,67,80
10,64,0,0,0,-1.3,95,2,14,3,1,0,67,79
10,64,0,0,0,-1.3,95,2,14,3,1,0,67,79
10,62,0,0,0,-2,97,2,14,3,2,0,66,81
11,74,0,1,0,7,87,1,13,6,18,0,67,79
11,73,0,4,0,6.9,87,1,13,6,19,0,65,56
10,70,0,4,1,5.3,96,2,14,3,13,0,65,73
10,70,0,6,1,5.8,96,2,14,3,14,0,66,73
14,79,0,4,0,10.9,96,1,23,2,19,0,67,48
14,79,0,4,0,10.7,96,1,23,2,20,1,67,50
14,80,0,4,0,10.5,96,1,23,2,20,0,65,49
15,79,0,4,0,10.5,96,1,23,2,21,1,64,48
15,79,0,1,0,10.5,96,1,23,2,21,1,64,48
15,81,0,1,0,10.8,93,1,23,2,22,1,62,46
15,79,0,1,0,11,94,1,23,2,22,1,74,45
9,56,0,0,1,-0.6,77,2,24,6,8,0,73,68
13,73,0,6,0,8.3,89,3,14,3,21,0,70,68
13,73,0,6,0,7.9,91,3,14,3,21,0,70,68
7,48,0,4,0,-3.1,55,2,28,3,19,1,79,68
8,50,0,5,0,-3.4,61,2,28,3,20,0,79,68
8,49,0,5,0,-3.5,62,2,28,3,20,1,80,69
8,48,0,4,0,-3.5,63,2,28,3,21,0,79,73
7,48,0,4,0,-3.6,70,2,28,3,22,1,79,75
7,46,0,4,0,-3.7,71,2,28,3,22,0,81,79
7,45,0,4,0,-3.7,66,2,28,3,22,0,79,73
9,68,2,6,2,3.6,93,3,3,6,10,0,56,71
9,68,2,4,3,4.1,91,3,3,6,10,0,73,71
9,68,2,6,2,4.2,91,3,3,6,10,0,73,71
9,68,2,6,3,4.3,90,3,3,6,10,0,48,71
9,68,2,6,2,4.5,91,3,3,6,11,0,50,71
9,69,2,6,2,4.4,90,3,3,6,12,0,49,65
13,73,2,6,0,7.5,93,3,14,3,23,1,48,74
11,75,2,4,1,8,91,1,12,5,13,0,48,69
16,79,2,5,1,8.5,74,1,5,5,11,1,46,70
12,73,0,4,0,8.8,97,2,15,4,4,0,45,70
10,71,0,6,0,6.5,98,2,14,3,16,0,68,67
10,71,0,6,0,6.6,98,2,14,3,16,0,68,66
10,71,0,6,0,6.8,98,2,14,3,17,0,68,74
10,71,0,6,0,6.9,98,2,14,3,17,1,68,65
10,71,2,6,0,7.2,98,2,14,3,17,1,68,65
10,65,2,0,1,6.1,55,2,23,5,15,0,69,66
13,74,0,6,0,9.2,98,1,23,2,6,0,73,73
10,69,0,1,1,7.3,88,2,8,4,14,0,75,73
10,70,0,1,0,7.7,86,2,8,4,16,0,79,75
10,70,0,1,0,7.6,85,2,8,4,16,0,73,75
11,67,2,5,1,6.1,71,2,13,2,16,0,71,69
11,66,0,5,0,5.7,72,2,13,2,17,0,71,70
14,74,2,4,2,9.7,91,3,16,5,9,0,71,69
10,65,2,5,2,3,64,2,23,5,10,0,71,70
10,65,2,5,2,3.1,64,2,23,5,10,1,71,68
10,66,2,5,2,3.3,64,2,23,5,11,0,65,75
14,73,2,1,0,8.2,97,3,15,4,23,1,74,76
14,73,2,1,0,8.2,97,3,15,4,23,0,69,66
11,75,2,4,1,8.4,89,1,12,5,13,0,70,69
11,75,2,4,1,8.2,89,1,12,5,13,0,70,70
11,69,1,1,1,6.7,72,1,14,7,14,0,67,70
11,70,0,1,1,6.6,73,1,14,7,15,0,66,70
11,69,0,1,1,6.4,73,1,14,7,15,0,74,72
11,70,0,1,0,5.8,79,1,14,7,16,0,65,72
13,68,0,4,1,8.9,79,3,6,2,14,0,65,76
13,75,0,1,0,10,89,1,29,1,7,0,66,74
10,76,0,4,0,7.5,94,1,12,5,16,0,73,74
11,66,2,0,0,0.1,87,2,10,6,1,1,73,74
12,69,0,0,0,3.6,87,1,19,5,19,0,75,74
12,70,0,0,0,3.9,87,1,19,5,21,0,75,74
12,70,0,5,0,4.3,88,1,19,5,22,0,69,65
11,70,0,6,0,6.1,97,1,20,6,6,0,70,67
11,72,0,1,0,6.4,97,1,20,6,8,0,69,68
12,72,0,1,1,6.6,97,1,20,6,9,0,70,68
14,76,0,5,0,10.2,97,1,28,7,1,0,68,68
13,74,0,5,0,9.2,98,1,28,7,3,0,75,68
11,74,0,4,1,7.7,88,1,13,6,13,0,76,72
11,74,0,4,1,7.1,88,1,13,6,14,0,66,53
11,74,0,4,0,7.1,89,1,13,6,14,0,69,52
11,74,0,1,0,6.9,88,1,13,6,16,0,70,52
9,65,0,1,0,2.8,95,3,3,6,5,0,70,68
9,67,0,1,0,2.6,96,3,3,6,6,0,70,68
9,68,0,3,0,2.7,96,3,3,6,7,0,72,71
9,68,0,6,1,3.2,96,3,3,6,9,0,72,72
9,68,2,6,2,3.3,95,3,3,6,9,0,76,71
9,68,2,1,2,4.5,91,3,3,6,11,0,74,71
12,72,2,6,0,6.2,94,3,4,7,19,1,74,70
8,53,0,0,0,-5,88,2,27,2,23,0,74,70
8,52,0,0,0,-5.1,88,2,28,3,0,0,74,69
8,52,2,0,0,-5.5,89,2,28,3,1,1,74,69
10,68,1,0,2,5.1,58,2,23,5,13,1,65,55
10,68,2,0,2,5.5,57,2,23,5,13,1,67,55
9,71,1,6,2,4.8,92,3,3,6,15,0,68,73
9,72,2,6,1,4.8,93,3,3,6,15,1,68,64
10,71,0,1,0,4.3,97,3,3,6,17,0,68,62
10,71,0,1,0,4.3,97,3,3,6,17,1,68,63
12,70,0,4,0,6.3,89,2,16,5,23,0,72,63
12,70,0,4,0,6.3,90,2,16,5,23,0,53,65
12,69,0,4,0,6.5,89,2,17,6,0,0,52,67
12,69,0,4,0,6.2,92,2,17,6,1,0,52,68
9,55,2,0,2,4.5,54,2,24,6,11,0,68,68
9,55,1,0,2,5,54,2,24,6,11,1,68,69
13,73,0,4,0,9.3,79,3,14,3,19,0,71,74
8,64,2,7,0,-3.1,93,3,1,4,18,1,72,79
9,62,0,1,0,-0.8,92,3,2,5,16,1,71,73
9,63,0,1,0,-0.8,93,3,2,5,17,0,71,73
9,63,0,1,0,-0.7,93,3,2,5,17,0,70,70
10,65,0,4,1,5.2,81,2,8,4,9,0,70,70
10,67,1,4,1,6.5,79,2,8,4,10,0,69,78
10,68,2,4,2,7.4,78,2,8,4,11,1,69,70
10,68,2,4,2,7.6,80,2,8,4,11,1,55,70
10,69,2,4,2,7.5,80,2,8,4,11,0,55,71
14,74,2,1,0,8,97,3,15,4,22,0,73,68
14,79,2,6,0,4.9,94,1,5,5,18,0,64,69
13,73,0,4,0,9.5,79,3,14,3,17,0,62,66
13,73,0,4,0,9.4,81,3,14,3,17,0,63,66
10,70,0,6,1,5.6,96,2,14,3,14,0,63,66
10,70,0,6,1,5.8,96,2,14,3,14,0,65,57
12,78,0,6,0,10.2,98,1,15,1,9,0,67,58
13,70,0,4,0,9.3,77,1,22,1,16,0,68,75
13,70,0,4,0,9.2,77,1,22,1,17,1,68,67
13,71,0,4,0,8.9,77,1,22,1,18,1,69,72
12,68,0,0,0,0,99,1,30,2,5,0,74,73
12,69,0,2,0,-0.3,99,1,30,2,8,0,79,79
11,66,2,0,0,3.1,77,2,13,2,20,1,73,71
11,66,2,0,0,2.3,79,2,13,2,21,1,73,72
11,66,2,0,0,2.2,79,2,13,2,21,1,70,74
9,57,0,0,0,5.2,55,2,24,6,17,1,70,75
9,58,0,0,0,4.7,56,2,24,6,17,0,78,75
14,75,0,0,0,5.9,97,1,29,1,20,1,70,74
11,67,2,5,1,6.8,75,2,13,2,14,1,70,74
11,72,0,1,0,6.8,84,1,13,6,8,0,71,76
11,73,0,4,1,7.6,84,1,13,6,10,0,68,77
12,79,1,4,1,10.7,96,1,15,1,11,0,69,75
12,71,2,4,1,8.5,83,1,30,2,14,0,66,77
12,72,2,4,1,8.1,85,1,30,2,14,1,66,78
12,74,2,1,1,8.2,87,1,30,2,15,1,66,78
12,75,2,1,0,8.1,88,1,30,2,16,1,57,77
12,75,2,1,0,8.1,88,1,30,2,16,0,58,77
12,74,2,1,0,9.4,98,2,10,6,18,1,75,77
13,74,2,1,0,9.3,99,2,10,6,19,1,67,75
14,76,2,1,0,9.4,98,2,10,6,21,1,72,73
14,77,2,0,0,2.2,84,1,7,7,8,0,73,63
15,75,2,0,1,2.5,84,1,7,7,9,0,79,58
13,77,2,5,1,4.7,77,1,7,7,11,0,71,63
13,78,2,5,1,5.1,74,1,7,7,12,0,72,63
13,78,2,5,1,5.8,70,1,7,7,13,0,74,75
13,77,2,5,1,5.9,69,1,7,7,13,0,75,74
13,77,0,0,1,5,70,1,7,7,14,0,75,76
12,77,2,0,0,5,67,1,7,7,15,1,74,75
15,75,2,0,0,4.7,65,1,7,7,16,0,74,75
13,73,0,4,0,9.3,81,3,14,3,17,0,76,73
9,63,1,5,1,4.4,53,2,6,2,14,0,77,75
9,58,0,5,1,3.7,52,2,6,2,16,0,75,77
9,63,0,5,0,2.4,62,2,6,2,17,0,77,78
9,63,0,5,0,2.3,63,2,6,2,17,0,78,77
12,75,0,4,0,9.7,99,2,14,3,23,1,78,65
12,74,0,4,0,8.7,98,2,15,4,1,0,77,65
13,76,1,5,1,8.1,94,1,22,1,9,0,77,68
13,75,0,0,1,8.3,93,1,22,1,9,0,77,68
13,75,0,0,1,8.5,93,1,22,1,9,0,75,68
13,73,0,4,1,7.8,98,3,15,4,7,0,73,68
13,75,1,4,1,10.3,84,1,22,1,12,0,63,68
13,77,1,4,1,10.2,84,1,22,1,12,0,58,67
13,78,1,4,1,10,83,1,22,1,12,1,63,67
14,77,0,5,1,10.2,78,1,22,1,12,1,63,68
9,65,0,1,0,2.5,95,3,3,6,4,0,75,62
9,65,0,1,0,2.5,96,3,3,6,4,0,74,63
9,68,0,1,1,2.7,96,3,3,6,7,0,76,63
9,68,0,6,1,3.1,96,3,3,6,8,0,75,68
12,68,0,4,0,4,96,2,17,6,2,1,75,67
12,68,1,4,0,3.9,96,2,17,6,3,1,73,67
12,68,2,4,0,2.6,98,2,17,6,4,0,75,67
11,67,0,2,0,1.4,99,2,17,6,6,0,77,67
11,67,0,2,0,1.2,99,2,17,6,6,0,78,62
11,68,0,2,0,0.7,99,2,17,6,7,0,77,62
9,62,0,1,0,-0.8,93,3,2,5,17,1,65,62
9,63,0,1,0,-0.6,93,3,2,5,18,0,65,70
9,63,0,1,0,-0.5,93,3,2,5,18,0,68,69
11,68,2,5,0,3.6,85,2,12,1,20,1,68,67
11,67,2,6,0,5.4,77,2,12,1,22,1,68,67
11,67,2,5,0,5.3,78,2,12,1,22,1,68,70
11,67,2,5,0,5.2,81,2,12,1,22,1,68,66
11,67,2,5,0,5.1,82,2,12,1,23,1,67,68
10,62,0,5,0,-2.1,98,2,14,3,4,0,67,86
10,62,0,4,0,-1.9,99,2,14,3,4,0,68,86
10,62,0,4,0,-0.8,99,2,14,3,4,0,62,73
14,70,0,5,0,3.5,95,1,27,6,0,1,63,74
14,69,0,5,0,2.8,97,1,27,6,0,1,63,74
14,67,0,5,0,2.7,96,1,27,6,2,1,68,74
13,67,2,0,2,10.4,52,2,15,4,13,0,67,66
13,70,1,0,2,10.4,53,2,15,4,13,0,67,69
13,66,1,0,1,10.4,58,2,15,4,13,0,67,70
13,68,1,6,1,8.4,72,2,15,4,15,1,67,70
13,86,0,5,0,2.5,97,1,6,6,8,0,62,70
13,86,0,5,0,2.4,97,1,6,6,8,0,62,70
13,73,0,5,0,8.9,91,1,23,2,0,0,62,69
13,74,0,5,0,9.3,88,1,23,2,1,0,70,69
13,74,0,5,0,9.5,92,1,23,2,2,0,69,75
13,74,0,4,0,9.5,93,1,23,2,2,1,67,75
13,66,0,6,0,4.8,91,2,13,2,8,0,67,75
12,69,0,0,0,3.6,86,1,19,5,20,0,70,69
12,70,0,0,0,3.6,87,1,19,5,21,0,66,62
12,70,0,0,0,4.1,88,1,19,5,21,0,68,76
12,70,0,0,0,4.2,88,1,19,5,21,0,86,76
12,70,0,0,0,4.2,88,1,19,5,22,0,86,76
12,69,0,5,0,4.3,89,1,19,5,23,0,73,76
12,69,0,1,0,4.8,89,1,20,6,0,0,74,59
14,75,0,1,0,10,90,1,29,1,8,0,74,58
14,75,0,1,0,10,90,1,29,1,8,0,74,58
14,75,0,1,1,10,91,1,29,1,9,0,66,73
13,69,2,0,2,10.5,52,2,15,4,13,1,69,61
13,62,2,0,2,10.5,55,2,15,4,13,0,70,61
14,76,0,6,0,10.8,99,1,23,2,8,0,70,62
14,76,0,1,1,11.1,99,1,23,2,9,0,70,78
14,76,0,1,1,11.3,99,1,23,2,10,0,70,70
14,76,0,6,1,11.3,99,1,23,2,10,0,69,70
10,59,0,5,0,0.6,85,2,8,4,1,0,69,70
10,58,0,5,0,-0.5,91,2,8,4,3,0,75,79
10,58,0,5,0,-0.3,92,2,8,4,5,0,75,79
13,73,0,4,1,7.7,98,3,15,4,7,0,75,81
9,61,0,1,1,-0.8,89,3,2,5,15,0,69,80
9,61,0,1,1,-0.9,89,3,2,5,15,0,62,79
9,62,0,1,0,-0.8,90,3,2,5,16,0,76,69
15,78,0,5,1,9.1,73,1,5,5,13,0,76,68
11,70,1,1,1,5.2,80,1,14,7,10,0,76,66
11,70,1,1,1,5.5,79,1,14,7,11,0,76,73
11,70,2,1,1,6.4,73,1,14,7,12,0,59,73
14,79,0,4,0,11,96,1,23,2,19,1,58,72
15,79,0,1,0,10.7,95,1,23,2,21,0,58,73
15,81,0,1,0,10.8,94,1,23,2,21,1,73,79
15,80,0,1,0,11,93,1,23,2,22,1,61,79
15,79,0,1,0,11,94,1,23,2,22,1,61,78
12,69,0,1,0,6.5,88,2,17,6,0,0,62,75
11,68,2,0,0,1.1,86,2,9,5,23,1,78,76
11,66,0,0,0,0.3,87,2,10,6,1,1,70,56
13,73,0,5,1,9.7,79,3,14,3,16,0,70,59
13,73,0,4,0,9.5,79,3,14,3,17,0,70,57
13,72,0,4,0,9.5,80,3,14,3,17,0,79,57
13,73,0,4,0,9.3,80,3,14,3,18,0,79,52
14,79,0,1,0,10.4,94,1,28,7,20,0,81,73
14,79,0,1,0,10.4,94,1,28,7,20,0,80,71
14,78,0,4,0,9.9,96,1,28,7,21,0,79,67
14,75,0,1,1,10.2,90,1,29,1,9,0,69,67
14,76,1,1,1,10.8,89,1,29,1,11,0,68,79
9,56,1,0,2,3.5,56,2,24,6,11,0,66,79
9,59,2,0,2,6.6,54,2,24,6,13,0,73,80
9,57,2,0,2,6.9,54,2,24,6,13,0,73,80
9,57,1,0,2,7.1,53,2,24,6,14,1,72,73
8,52,1,5,2,-1.6,56,2,28,3,11,0,73,67
14,73,2,6,0,7.4,93,3,14,3,23,1,79,62
13,71,2,5,0,6,97,3,5,1,22,1,79,61
11,67,2,0,0,2.2,79,2,9,5,21,1,78,68
11,67,2,0,0,1.1,86,2,9,5,23,1,75,67
14,79,0,1,0,11.6,96,1,24,3,7,0,76,68
14,79,0,1,0,11.7,95,1,24,3,8,0,56,68
14,80,0,1,0,11.8,95,1,24,3,8,1,59,69
14,80,0,1,0,11.8,95,1,24,3,8,0,57,68
13,73,0,4,0,9.4,79,3,14,3,18,0,57,68
11,67,2,0,0,1.1,73,2,7,3,21,0,52,73
11,62,0,0,0,1,78,2,7,3,22,0,73,52
11,61,0,0,0,0.6,80,2,7,3,22,0,71,53
12,68,2,0,0,4.7,85,2,15,4,19,1,67,68
13,67,2,0,0,4.1,84,2,15,4,21,0,67,69
12,68,0,0,0,4.7,83,1,19,5,17,0,79,69
12,68,0,0,0,3.8,87,1,19,5,18,1,79,69
12,69,2,0,1,6.5,84,1,30,2,11,0,80,76
10,68,2,6,0,4.5,86,2,12,1,19,0,80,75
11,68,2,5,0,4.2,86,2,12,1,21,0,73,70
14,73,0,0,0,3.7,97,1,29,1,23,0,67,62
8,52,2,5,2,-0.2,37,2,28,3,14,0,62,63
8,53,1,5,2,0.2,38,2,28,3,14,0,61,63
10,68,0,6,1,4.8,84,2,14,3,9,0,68,63
10,69,0,6,1,4.7,90,2,14,3,10,0,67,66
10,69,0,6,1,4.8,92,2,14,3,11,0,68,67
10,69,0,6,1,4.9,93,2,14,3,11,0,68,66
13,76,1,5,1,7.9,94,1,22,1,9,0,69,71
13,75,2,5,1,9.7,87,1,22,1,11,0,68,71
12,70,1,4,2,6.8,93,3,5,1,12,1,68,74
8,62,2,7,0,-3,92,3,1,4,18,1,73,74
8,63,2,7,0,-2.8,91,3,1,4,19,0,52,70
8,63,2,7,0,-2.4,91,3,1,4,19,0,53,70
8,63,2,7,0,-2.3,91,3,1,4,19,1,68,78
8,66,2,7,0,-1.8,92,3,1,4,20,1,69,77
8,67,2,7,0,-1.8,92,3,1,4,20,1,69,76
13,66,0,6,1,7,92,2,10,6,10,1,69,75
13,71,1,6,1,7.5,96,2,10,6,12,0,76,75
13,71,0,6,1,7.6,96,2,10,6,12,0,75,57
12,74,0,6,1,7.7,97,2,10,6,13,0,70,56
12,74,0,6,1,7.8,97,2,10,6,13,0,62,56
11,70,0,4,0,4.9,87,1,14,7,5,0,63,56
11,70,0,1,0,4.5,84,1,14,7,7,0,63,71
13,78,0,1,0,10.8,92,1,21,7,23,0,63,75
13,77,0,1,0,10,91,1,22,1,1,0,66,75
13,76,0,1,0,9,92,1,22,1,3,0,67,76
13,75,0,1,0,9,92,1,22,1,4,0,66,76
13,75,0,1,0,9,92,1,22,1,4,0,71,61
10,57,0,5,0,-0.1,86,2,23,5,3,0,71,76
10,56,0,0,0,-1.2,89,2,23,5,4,0,74,76
10,56,0,0,0,-1.3,89,2,23,5,5,0,74,76
10,56,0,0,0,-1.8,91,2,23,5,6,0,70,76
13,71,2,5,1,8.5,74,1,26,5,13,1,70,75
13,75,0,4,0,10,95,1,28,7,6,0,78,56
13,75,0,4,0,10,95,1,28,7,7,0,77,56
13,76,0,4,0,10.2,95,1,28,7,7,0,76,73
13,76,0,4,1,10.7,93,1,28,7,9,0,75,71
9,61,1,7,1,-1,89,3,2,5,13,0,75,72
13,76,0,4,1,7.9,96,1,22,1,8,0,57,73
13,76,0,5,1,7.9,95,1,22,1,9,0,56,70
13,76,1,5,1,7.9,95,1,22,1,9,0,56,70
13,76,1,5,1,8,94,1,22,1,9,0,56,72
13,75,2,5,1,8.8,91,1,22,1,10,1,71,69
7,56,2,7,1,-3.6,90,3,1,4,13,0,75,69
7,56,2,7,1,-3.6,91,3,1,4,13,1,75,69
13,73,0,5,1,9.6,79,3,14,3,16,0,76,73
13,71,0,1,0,5.4,89,1,26,5,21,1,76,73
11,72,0,1,0,8.6,90,1,15,1,2,0,61,74
11,73,0,6,0,8.8,94,1,15,1,4,0,76,73
10,70,0,6,1,5.9,97,2,14,3,15,0,76,74
10,70,0,6,0,6,97,2,14,3,15,0,76,38
13,72,2,5,0,7.9,94,3,16,5,2,0,76,38
12,69,0,5,0,5.3,98,3,5,1,6,0,75,38
12,69,0,5,1,5.2,98,3,5,1,7,0,56,38
12,69,0,5,1,5.3,98,3,5,1,8,0,56,30
13,73,0,4,0,8.8,89,1,23,2,0,0,73,31
13,73,0,5,0,8.7,89,1,23,2,0,1,71,71
13,74,0,5,0,9.2,88,1,23,2,1,1,72,71
13,73,0,5,0,9.4,90,1,23,2,2,0,73,71
13,74,0,5,0,9.4,91,1,23,2,2,0,70,70
7,38,0,1,0,-3.7,64,3,1,4,0,0,70,70
7,38,0,1,0,-3.8,64,3,1,4,0,0,72,69
7,38,0,1,0,-3.9,64,3,1,4,1,0,69,68
7,38,0,1,0,-3.9,64,3,1,4,1,0,69,75
6,30,0,1,0,-3.8,64,3,1,4,3,0,69,75
6,31,0,1,0,-3.7,65,3,1,4,4,0,73,63
10,71,2,4,0,4.3,97,3,3,6,18,1,73,65
10,71,2,6,0,4.2,97,3,3,6,18,1,74,65
10,71,2,6,0,4.1,97,3,3,6,18,1,73,73
10,70,0,5,0,3.5,98,3,3,6,20,0,74,73
11,70,2,1,0,2.5,99,3,3,6,21,1,38,73
11,69,2,2,0,3,99,3,3,6,22,1,38,73
12,68,2,1,0,4.8,99,3,4,7,0,1,38,70
13,75,0,6,0,9.8,99,1,23,2,7,0,38,52
13,75,0,6,0,10,99,1,23,2,7,0,30,53
10,63,0,0,0,2.9,62,2,7,3,18,0,31,53
10,65,2,0,0,2.3,66,2,7,3,19,1,71,52
10,65,2,0,0,2.4,66,2,7,3,19,0,71,69
13,73,0,4,0,9.3,79,3,14,3,19,0,71,69
13,73,0,4,0,9.3,79,3,14,3,19,0,70,65
13,73,0,4,0,9.2,80,3,14,3,19,0,70,65
13,73,0,4,0,9.2,79,3,14,3,19,0,69,67
11,70,0,1,0,6.4,98,1,20,6,7,0,68,66
8,52,0,4,2,-0.1,43,2,28,3,13,0,75,61
8,53,2,5,2,0.1,39,2,28,3,14,0,75,57
8,53,1,5,1,0.1,35,2,28,3,14,0,63,56
8,52,2,5,1,-0.4,40,2,28,3,15,0,65,56
12,69,0,4,1,7.9,84,3,6,2,14,1,65,71
12,69,1,5,1,7.8,85,3,6,2,14,1,73,71
10,65,2,5,2,3.5,64,2,23,5,11,0,73,72
10,65,2,0,0,1.6,73,2,23,5,19,1,73,73
11,67,2,0,0,0.8,76,2,23,5,21,1,73,73
11,66,2,5,0,0.8,76,2,23,5,21,1,70,73
10,61,0,5,0,0.8,78,2,23,5,23,0,52,73
10,57,0,5,0,0.5,80,2,24,6,0,0,53,73
10,56,0,5,0,0.2,80,2,24,6,0,0,53,77
10,56,0,3,0,-0.1,82,2,24,6,0,0,52,77
11,71,0,1,0,6.3,97,1,20,6,7,0,69,77
11,71,0,1,0,6.3,97,1,20,6,8,0,69,80
11,72,0,1,0,6.4,97,1,20,6,8,0,65,79
12,73,0,1,1,6.7,97,1,20,6,9,0,65,76
12,73,0,1,1,6.8,97,1,20,6,9,0,67,76
12,73,0,1,1,6.9,97,1,20,6,9,0,66,76
12,73,1,1,1,7.2,97,1,20,6,10,0,61,79
13,73,0,4,0,9.5,77,3,14,3,20,0,57,77
14,77,0,1,1,11.5,98,1,23,2,13,0,56,77
14,77,0,1,1,11.5,98,1,23,2,13,1,56,76
14,77,0,1,1,11.5,98,1,23,2,13,1,71,76
14,80,0,1,0,11.5,98,1,23,2,15,0,71,49
14,79,0,1,0,11.5,98,1,23,2,15,1,72,48
10,76,0,4,0,7.4,93,1,12,5,16,0,73,48
10,76,0,4,0,7.3,91,1,12,5,16,0,73,48
10,76,0,4,0,6.7,91,1,12,5,18,1,73,45
13,79,0,4,0,10.7,97,1,21,7,22,0,73,70
13,77,0,1,0,10.3,92,1,22,1,0,0,73,70
13,77,0,1,0,10.2,92,1,22,1,0,0,77,70
13,76,0,1,0,9.7,91,1,22,1,1,0,77,73
13,76,0,1,0,9.6,91,1,22,1,1,0,77,74
8,49,2,5,1,-0.8,42,2,28,3,16,0,80,70
8,48,1,5,1,-1,42,2,28,3,16,0,79,71
8,48,0,5,0,-1.8,43,2,28,3,17,0,76,70
8,48,0,5,0,-1.9,44,2,28,3,17,0,76,76
7,45,0,5,0,-2.6,49,2,28,3,18,0,76,76
12,70,2,5,0,6,94,3,4,7,19,0,79,75
11,70,0,1,1,5.1,81,1,14,7,10,0,77,76
11,70,1,1,1,5.3,79,1,14,7,10,0,77,74
13,73,0,1,0,9.2,97,1,23,2,5,0,76,73
13,74,0,6,0,9.6,99,1,23,2,7,0,76,73
11,70,2,1,0,7.3,84,2,8,4,20,0,49,79
11,71,2,1,0,7.4,84,2,8,4,21,1,48,76
11,70,0,1,0,7.4,85,2,8,4,22,0,48,82
10,76,0,4,0,6.9,91,1,12,5,17,0,48,75
10,76,0,4,0,6.8,90,1,12,5,18,0,45,74
10,75,2,4,0,6.6,91,1,12,5,18,1,70,74
13,76,1,5,1,8,82,1,26,5,12,1,70,70
12,74,0,1,0,6.5,84,1,13,6,21,0,70,74
13,73,0,6,0,7.7,92,3,14,3,21,1,73,69
13,73,2,6,0,7.6,92,3,14,3,22,1,74,64
14,79,2,1,0,4.9,94,1,5,5,18,0,70,55
17,76,2,6,0,5.2,95,1,5,5,19,0,71,67
16,82,0,4,0,4.9,97,1,5,5,21,1,70,67
14,75,2,4,0,8.2,87,1,22,1,21,0,76,78
13,74,0,4,0,8.6,90,1,22,1,23,0,76,78
13,74,0,5,0,8.7,91,1,22,1,23,0,75,79
12,70,0,0,0,3.6,88,1,19,5,20,0,76,78
14,74,2,5,2,10.7,84,3,15,4,13,0,74,76
10,69,0,6,1,4.7,90,2,14,3,10,0,73,75
11,64,0,5,0,0.8,77,2,23,5,21,0,73,79
7,55,2,7,1,-3.5,89,3,1,4,13,1,79,70
12,67,2,0,0,3.8,87,2,16,5,0,0,76,69
12,67,0,0,0,3.3,90,2,16,5,1,0,82,69
12,78,0,1,0,10.1,98,1,15,1,8,0,75,69
12,78,0,4,0,10.2,98,1,15,1,9,0,74,70
12,79,0,6,1,10.2,98,1,15,1,10,0,74,70
12,78,0,6,1,10.2,98,1,15,1,10,0,70,70
13,76,0,6,0,9.2,92,1,22,1,3,0,74,70
13,75,0,1,0,9,92,1,22,1,4,0,69,64
13,79,2,4,1,10,82,1,22,1,12,1,64,67
14,70,0,5,1,10.3,72,1,22,1,14,0,55,73
10,69,0,1,1,7.4,84,2,8,4,13,0,67,74
10,69,0,1,1,7.4,84,2,8,4,13,0,67,77
10,69,1,1,1,6.8,92,2,8,4,14,0,78,77
10,70,1,1,1,7,90,2,8,4,15,0,78,74
10,70,1,1,1,7.1,89,2,8,4,15,0,79,74
10,70,1,1,1,7.2,88,2,8,4,15,0,78,74
10,70,0,1,0,7.6,85,2,8,4,16,0,76,82
9,64,1,5,1,4.3,56,2,6,2,14,1,75,82
11,67,0,0,0,1,96,2,16,5,7,0,79,70
13,73,0,6,0,8.5,91,3,15,4,20,0,70,69
14,74,0,6,0,8.4,93,3,15,4,20,0,69,77
14,77,0,1,0,11,97,1,24,3,2,0,69,67
14,77,0,1,0,11.3,98,1,24,3,4,0,69,67
11,74,2,1,0,6.4,81,1,14,7,20,1,70,76
11,74,2,1,0,6.7,81,1,14,7,20,1,70,76
11,74,2,1,0,6.7,82,1,14,7,21,0,70,75
14,82,0,5,0,1.7,80,1,7,7,22,0,70,75
14,82,0,5,0,1.7,80,1,7,7,22,0,64,75
12,70,0,0,0,4,87,1,19,5,21,0,67,75
12,69,2,4,0,4.4,89,1,19,5,23,0,73,76
14,77,0,1,1,10.4,97,1,29,1,15,1,74,67
11,67,2,4,2,6.9,81,2,13,2,13,0,77,67
11,67,2,4,2,6.8,81,2,13,2,13,0,77,67
13,76,0,1,0,9.1,92,1,22,1,3,0,74,80
12,76,0,6,0,8.5,95,1,22,1,6,0,74,79
13,75,0,4,0,9.8,96,1,28,7,4,0,74,71
13,75,0,4,0,9.9,96,1,28,7,6,0,82,73
13,75,0,4,0,9.9,96,1,28,7,6,0,82,83
13,75,0,4,0,10,96,1,28,7,6,0,70,83
13,76,0,5,0,10.2,94,1,28,7,8,0,69,83
11,67,2,5,0,5.1,82,2,12,1,22,0,77,79
11,67,2,5,0,5,81,2,12,1,22,1,67,80
11,67,1,5,0,5,80,2,12,1,22,1,67,80
12,80,1,4,1,10.6,97,1,15,1,11,0,76,80
12,79,0,4,1,10.6,97,1,15,1,11,0,76,79
12,71,2,5,0,6,97,3,5,1,22,0,75,71
12,73,1,1,1,8,95,1,20,6,11,0,75,70
14,83,2,4,1,3.1,95,1,6,6,10,0,75,69
14,83,2,4,1,3.1,95,1,6,6,11,0,75,67
14,83,2,4,1,3.1,95,1,6,6,11,0,76,62
15,79,2,4,1,4.8,87,1,6,6,14,0,67,70
