Temperature,Humidity,Light,Outlook,Outside_UV,Outside_Temp,Outside_Humidity,Month,Day,WeekDay,Hour,Occupancy,hr_before,hr_after
12,69,0,1,0,3.1,93,1,21,7,4,0,73,66
12,69,0,1,0,3.1,94,1,21,7,4,0,82,70
12,69,0,6,0,3,93,1,21,7,5,0,67,70
12,68,0,1,0,3,94,1,21,7,5,0,67,70
9,58,0,0,0,0,79,2,7,3,6,0,67,72
9,61,0,0,0,0.2,77,2,7,3,8,0,68,72
9,61,0,0,1,0.1,76,2,7,3,8,0,62,72
9,61,0,0,1,0.1,75,2,7,3,8,0,69,72
12,69,0,1,0,5.9,84,2,13,2,4,1,69,73
13,68,0,1,0,5.6,87,2,13,2,4,0,69,84
13,66,0,6,0,4.9,91,2,13,2,7,1,69,71
12,70,0,1,1,6.5,94,3,5,1,12,0,69,71
12,70,0,6,1,6.4,95,3,5,1,13,0,69,71
12,70,0,6,1,6.4,96,3,5,1,13,1,68,69
11,72,0,1,0,6.2,83,1,13,6,6,0,58,69
11,72,0,1,0,6.3,84,1,13,6,7,0,61,68
11,72,0,1,0,6.7,84,1,13,6,7,0,61,80
11,72,0,1,0,7.3,85,1,13,6,9,0,61,79
11,73,1,1,1,7.5,85,1,13,6,9,0,69,68
11,84,2,6,0,7.8,99,2,14,3,19,0,68,68
14,71,0,0,0,2.9,97,1,30,2,0,0,66,68
14,71,0,0,0,2.8,96,1,30,2,0,1,70,60
13,71,0,5,1,7.6,84,2,15,4,9,0,70,61
13,69,2,5,0,4.8,95,3,6,2,1,0,70,63
13,69,2,5,0,4.8,95,3,6,2,1,0,72,63
13,68,2,5,0,4.8,95,3,6,2,2,1,72,64
12,80,0,1,0,10.8,99,1,21,7,21,0,72,79
13,79,0,1,0,10.7,98,1,21,7,21,0,72,68
12,68,0,5,0,3.1,99,3,6,2,6,0,73,68
13,68,1,4,2,7.1,89,3,6,2,10,0,84,66
13,68,1,4,2,7.3,87,3,6,2,10,0,71,74
10,60,0,5,0,-0.6,96,2,8,4,6,0,71,67
10,61,0,5,0,-0.6,96,2,8,4,7,0,71,68
10,63,0,5,0,-0.4,97,2,8,4,7,0,69,68
10,63,0,5,0,0.2,94,2,8,4,8,0,69,68
10,64,1,4,1,3.3,84,2,8,4,8,0,68,68
14,79,0,1,0,11.5,96,1,24,3,7,0,80,75
11,68,2,5,1,6.9,74,2,13,2,14,0,79,75
11,68,2,5,1,6.8,73,2,13,2,15,1,68,75
11,66,0,5,0,5.7,73,2,13,2,17,1,68,75
12,74,2,1,0,8,88,1,30,2,16,0,68,74
12,67,2,4,2,4.9,92,2,13,2,11,0,60,75
11,68,2,5,2,11,68,2,16,5,12,0,61,75
11,68,2,5,2,10.9,73,2,16,5,13,0,63,68
11,68,2,5,1,10.8,63,2,16,5,13,0,63,67
11,68,2,5,1,9.7,69,2,16,5,15,0,64,68
13,75,0,1,0,9.9,92,1,29,1,4,0,79,68
14,75,0,4,0,10.1,85,1,29,1,5,0,68,67
14,75,0,4,0,10.1,87,1,29,1,5,0,68,67
14,75,0,1,0,10,89,1,29,1,6,0,66,68
13,74,0,1,0,10,89,1,29,1,7,0,74,67
13,75,0,1,0,9.9,89,1,29,1,7,0,67,67
14,75,0,1,0,10,89,1,29,1,8,0,68,65
12,68,0,5,0,5.6,97,3,5,1,5,0,68,75
13,67,2,4,2,7.4,86,3,6,2,11,0,68,74
13,68,2,4,2,7.7,83,3,6,2,11,0,68,75
14,68,0,5,0,2.3,98,1,27,6,1,1,75,56
14,67,0,5,0,2.6,97,1,27,6,2,0,75,56
14,67,0,5,0,4,93,1,27,6,3,0,75,68
14,68,0,5,0,4.3,92,1,27,6,3,0,75,73
11,67,0,5,2,6.6,94,3,4,7,8,0,74,81
12,67,0,5,2,6.7,94,3,4,7,8,0,75,83
10,65,2,5,2,3.5,64,2,23,5,11,0,75,82
13,75,0,1,0,10,88,1,29,1,6,0,68,81
13,74,0,1,0,10,89,1,29,1,6,0,67,79
14,75,0,1,0,10,89,1,29,1,6,0,68,72
9,56,0,0,1,-1.2,79,2,24,6,8,0,68,72
9,56,1,0,1,0.4,72,2,24,6,9,0,67,71
11,68,2,5,2,10.9,65,2,16,5,12,1,67,64
14,73,2,6,0,7.3,94,3,14,3,23,0,68,65
12,81,1,4,1,10.9,94,1,15,1,12,0,67,68
12,83,2,4,1,11,94,1,15,1,12,0,67,63
13,82,1,4,1,11.2,94,1,15,1,13,0,65,56
12,81,1,4,1,10.5,93,1,15,1,13,0,75,59
13,79,0,5,1,10.9,81,1,15,1,15,0,74,56
11,72,0,1,0,5.8,85,1,14,7,1,0,75,68
12,72,0,1,0,5.8,85,1,14,7,1,0,56,74
11,71,0,1,0,5.6,87,1,14,7,2,0,56,74
10,64,0,5,0,4.1,71,2,9,5,17,1,68,76
10,65,2,0,0,3.8,72,2,9,5,18,1,73,74
10,68,2,0,0,2.5,77,2,9,5,19,1,81,75
10,63,0,5,0,1.6,82,2,7,3,2,0,83,75
9,56,0,5,0,0,79,2,7,3,4,0,82,54
9,59,0,5,0,0,79,2,7,3,5,0,81,54
9,56,0,5,0,0,79,2,7,3,5,0,79,76
12,68,0,5,0,4.4,98,3,6,2,5,0,72,57
12,74,2,1,0,7.7,90,1,30,2,16,1,72,70
12,74,2,1,0,7.4,95,1,30,2,16,0,71,65
12,76,2,1,0,6.8,97,1,30,2,17,1,64,65
13,74,0,6,0,9.3,98,1,23,2,6,0,65,65
13,75,0,6,0,10.3,99,1,23,2,8,0,68,67
14,75,0,6,0,10.5,99,1,23,2,8,0,63,67
6,54,0,7,1,-4,80,3,1,4,8,0,56,67
6,54,0,1,1,-3.8,79,3,1,4,9,0,59,67
12,76,0,6,0,8.3,97,1,22,1,7,0,56,68
10,57,2,5,1,8,59,2,12,1,14,0,68,77
13,70,0,6,1,8.4,97,1,27,6,12,0,74,77
9,65,2,4,0,-0.2,94,3,2,5,20,1,74,77
9,65,2,4,0,-0.1,94,3,2,5,20,0,76,76
9,65,2,6,0,0.6,98,3,2,5,22,0,74,76
11,67,0,0,1,0.5,97,2,16,5,7,0,75,76
11,67,0,0,1,1.2,97,2,16,5,8,0,75,65
11,67,1,0,1,3.5,90,2,16,5,9,0,54,66
11,67,1,0,1,5.8,83,2,16,5,9,0,54,65
11,68,2,0,1,7.9,75,2,16,5,10,0,76,67
13,77,2,1,0,10.5,99,1,27,6,20,0,57,67
14,77,2,1,0,10.5,98,1,27,6,21,0,70,58
14,77,2,1,0,10.4,98,1,27,6,22,0,65,59
14,76,0,1,0,10.4,97,1,27,6,23,0,65,74
14,76,0,1,0,10.3,98,1,27,6,23,0,65,74
14,76,0,4,0,10.2,98,1,27,6,23,0,67,64
9,65,0,5,0,2.2,67,2,6,2,18,0,67,64
9,66,0,5,0,2.1,68,2,6,2,18,1,67,65
9,65,0,5,0,2,68,2,6,2,18,0,67,68
10,67,0,1,0,1.7,78,2,6,2,20,1,68,68
10,67,0,4,0,1.7,81,2,6,2,21,0,77,68
9,58,2,0,2,5.8,55,2,24,6,12,0,77,68
9,59,2,0,2,6.1,54,2,24,6,12,0,77,69
11,74,0,1,0,6.9,88,1,13,6,15,0,76,65
11,74,0,1,0,6.9,88,1,13,6,15,0,76,79
10,64,2,5,2,2.6,67,2,23,5,10,1,76,79
10,64,2,5,2,3.4,63,2,23,5,11,0,65,79
10,65,2,5,2,3.6,65,2,23,5,11,0,66,80
12,68,2,0,0,4.2,87,1,19,5,18,0,65,75
12,68,2,5,0,4.2,86,1,19,5,18,0,67,74
12,68,0,0,0,3.9,87,1,19,5,18,0,67,56
13,68,1,0,1,0,99,1,30,2,8,0,58,75
13,69,1,5,1,0.3,99,1,30,2,9,0,59,73
10,65,2,0,1,6.1,55,2,23,5,15,0,74,71
14,79,0,1,0,11.3,97,1,23,2,18,1,74,68
14,79,0,4,0,10.8,96,1,23,2,20,0,64,75
14,79,0,1,0,11.8,95,1,24,3,8,0,64,70
14,80,0,1,0,11.8,95,1,24,3,8,0,65,69
12,75,0,4,0,9.5,99,2,15,4,0,0,68,60
12,74,0,4,0,8.7,98,2,15,4,1,0,68,60
9,56,0,0,0,-1.8,91,2,23,5,6,0,68,60
14,75,0,5,0,10.1,95,2,10,6,23,1,68,59
13,73,0,5,0,10.1,94,2,10,6,23,1,69,61
13,71,0,0,0,8.8,79,2,11,7,0,0,65,61
13,68,0,0,0,6.5,82,2,11,7,2,0,79,60
14,75,0,4,0,10,88,1,29,1,6,0,79,59
13,70,1,5,1,8.1,79,2,15,4,9,0,79,58
13,69,1,0,1,8.5,73,2,15,4,10,0,80,76
11,60,0,5,0,0.4,84,2,7,3,23,0,75,76
11,60,0,5,0,0.3,84,2,7,3,23,0,74,73
11,60,2,5,0,0,86,2,7,3,23,0,56,63
11,59,2,5,0,-0.2,86,2,7,3,23,0,75,70
11,61,2,5,0,0.5,84,2,8,4,1,1,73,68
11,61,1,5,0,0.6,84,2,8,4,1,1,71,64
10,60,0,5,0,0.6,85,2,8,4,1,0,68,67
10,59,0,5,0,0.2,88,2,8,4,2,0,75,67
10,58,0,5,0,-0.6,91,2,8,4,3,0,70,67
14,76,1,1,1,11.1,89,1,29,1,12,0,69,67
14,76,2,1,1,11.1,89,1,29,1,12,0,60,67
13,73,2,4,2,9.7,83,3,15,4,15,0,60,73
9,63,2,7,0,-0.9,90,3,1,4,22,0,60,73
12,70,0,1,0,6.6,95,3,5,1,17,1,59,65
12,68,1,5,1,5.3,97,2,17,6,10,0,61,64
11,64,2,5,1,7.4,58,2,22,4,14,1,61,65
11,67,1,5,1,6.4,60,2,22,4,16,1,60,64
11,67,0,5,1,6.3,59,2,22,4,16,1,59,64
11,67,0,5,1,6.1,62,2,22,4,16,1,58,64
11,67,0,5,0,5.7,61,2,22,4,17,1,76,63
11,67,0,0,0,0.8,96,2,16,5,7,0,76,67
14,73,2,1,0,8.2,97,3,15,4,23,1,73,67
14,73,2,6,0,8.1,97,3,16,5,0,1,63,72
12,65,0,0,0,0,90,2,10,6,3,0,70,60
12,64,0,5,0,0,90,2,10,6,3,0,68,59
12,65,0,5,0,0,89,2,10,6,3,0,64,68
12,64,0,5,0,0,88,2,10,6,3,0,67,72
12,64,0,5,0,0.1,88,2,10,6,3,0,67,72
12,64,0,5,0,0.2,90,2,10,6,4,0,67,77
12,63,0,5,0,0.3,91,2,10,6,4,0,67,77
13,67,0,6,0,5.1,91,2,13,2,6,1,67,76
12,67,0,6,0,5.1,93,2,13,2,10,0,73,76
12,72,1,5,1,8.5,80,1,26,5,13,1,73,75
10,60,2,0,1,8.2,58,2,12,1,14,1,65,75
11,59,1,5,1,7.8,59,2,12,1,15,0,64,73
12,68,2,0,0,4.8,84,2,15,4,19,0,65,73
13,72,0,5,0,7.5,97,3,16,5,6,0,64,79
13,72,0,5,1,7.3,97,3,16,5,6,0,64,79
13,77,0,4,1,11.6,93,1,28,7,14,0,64,79
13,77,0,4,1,10.8,96,1,28,7,15,1,63,79
12,76,2,5,0,7.6,90,1,15,1,20,0,67,68
13,76,2,6,0,7.7,85,1,15,1,22,0,67,76
13,75,2,5,0,7.6,85,1,15,1,22,0,72,76
13,75,2,5,0,7.5,86,1,15,1,23,0,60,75
13,73,0,6,0,7.7,89,1,16,2,1,0,59,75
13,73,0,4,0,7,88,1,16,2,1,0,68,68
14,79,0,1,0,11.5,98,1,23,2,15,1,72,68
14,79,0,1,0,11.4,98,1,23,2,16,1,72,68
14,79,0,1,0,11.3,98,1,23,2,16,1,77,68
14,79,0,4,0,11.2,96,1,23,2,19,0,77,68
10,68,2,0,2,5.2,56,2,23,5,13,1,76,67
15,76,0,1,0,11.4,96,1,24,3,2,0,76,67
14,76,0,0,0,7.5,94,1,29,1,18,0,75,66
14,75,0,0,0,6,96,1,29,1,20,0,75,66
14,75,0,0,0,5.2,97,1,29,1,21,0,73,66
12,68,2,1,0,4.2,99,3,4,7,0,0,73,60
12,68,2,6,0,5.4,99,3,4,7,0,1,79,66
12,68,0,4,0,5.6,98,3,4,7,1,0,79,65
12,68,0,4,0,5.7,98,3,4,7,1,0,79,65
12,68,0,4,0,5.7,98,3,4,7,2,0,79,65
11,67,2,5,1,6.4,58,2,22,4,16,1,68,67
11,67,2,0,0,3.8,68,2,22,4,18,0,76,70
11,66,0,0,0,2.8,71,2,22,4,19,0,76,65
11,66,2,0,0,1.8,71,2,22,4,20,0,75,65
11,66,2,0,0,1.8,72,2,22,4,20,1,75,66
10,60,1,0,1,7.7,59,2,12,1,15,0,68,68
9,66,0,6,0,3.9,90,3,3,6,1,0,68,56
9,65,0,6,0,3.6,92,3,3,6,1,0,68,57
9,65,0,1,0,2.3,95,3,3,6,3,0,68,69
9,65,0,1,0,2.6,96,3,3,6,4,0,68,69
11,67,0,0,0,2.9,92,2,16,5,4,0,67,76
12,70,0,5,1,8.3,84,3,6,2,16,1,67,76
13,65,0,4,1,6.8,86,2,10,6,9,0,66,76
13,65,0,1,1,7.1,87,2,10,6,9,0,66,69
13,66,0,6,1,7.1,92,2,10,6,10,1,66,69
12,68,0,1,1,7.4,95,2,10,6,11,0,60,70
10,56,0,0,0,-1.5,90,2,23,5,5,0,66,73
10,57,0,0,0,-1.8,91,2,23,5,6,0,65,66
10,69,0,1,1,7.4,84,2,8,4,13,0,65,67
10,69,0,6,1,7.3,86,2,8,4,14,0,65,64
12,76,0,4,0,10.3,88,1,20,6,16,0,67,58
12,76,0,4,0,10.2,88,1,20,6,17,0,70,65
12,76,0,4,0,10.2,88,1,20,6,17,0,65,65
10,69,2,1,2,7.5,87,2,8,4,12,0,65,73
10,69,0,1,1,7.4,84,2,8,4,13,0,66,73
11,70,1,5,2,10.3,82,3,4,7,14,0,68,69
14,73,2,6,0,8.1,97,3,16,5,0,1,56,69
10,66,2,0,0,1.2,74,2,23,5,20,1,57,68
11,67,2,0,0,0.8,76,2,23,5,21,1,69,68
10,64,0,5,0,0.8,77,2,23,5,22,0,69,68
10,58,0,5,0,0.7,79,2,23,5,23,0,76,68
8,65,2,7,0,-1.4,91,3,1,4,21,0,76,71
8,65,2,7,0,-1.3,91,3,1,4,21,0,76,70
14,73,1,5,2,8.9,94,3,15,4,9,0,69,70
14,73,1,5,2,9.3,92,3,15,4,9,0,69,70
12,69,0,1,0,6.1,92,2,17,6,1,0,70,76
12,69,0,4,0,6,91,2,17,6,1,0,73,76
12,68,0,4,0,4.9,93,2,17,6,2,0,66,76
12,68,2,4,0,3,97,2,17,6,3,1,67,75
12,68,2,4,0,2.9,97,2,17,6,3,1,64,76
12,68,0,4,0,2,98,2,17,6,4,0,58,76
11,71,2,1,0,7.3,84,2,8,4,20,1,65,63
11,70,0,1,0,7.4,85,2,8,4,22,0,65,75
11,70,0,1,0,7.4,86,2,8,4,22,0,73,75
11,70,2,6,0,7.4,88,2,8,4,22,1,73,75
14,76,0,5,0,10.3,97,1,28,7,1,0,69,75
14,76,0,5,0,10.1,97,1,28,7,2,0,69,75
14,76,0,5,0,10.1,97,1,28,7,2,0,68,74
13,75,0,5,0,9.3,98,1,28,7,3,0,68,70
12,76,0,1,0,8.6,94,1,22,1,5,0,68,70
12,76,0,6,0,8.6,94,1,22,1,6,0,68,70
10,63,0,0,0,3.4,65,2,23,5,17,0,71,71
12,75,2,1,0,8.8,99,2,14,3,21,0,70,72
12,75,2,1,0,8.9,99,2,14,3,21,0,70,71
14,75,0,0,0,6.2,96,1,29,1,20,0,70,67
14,75,0,0,0,5.3,97,1,29,1,21,0,76,67
14,75,0,0,0,4.9,96,1,29,1,22,0,76,70
14,74,0,0,0,4.4,96,1,29,1,22,0,76,70
12,70,0,1,1,6.2,95,3,5,1,16,0,75,54
12,70,0,1,0,6.6,95,3,5,1,17,0,76,54
12,70,0,1,0,6.8,95,3,5,1,18,0,76,77
12,71,0,1,0,6.9,96,3,5,1,18,0,63,78
13,72,0,4,0,7,97,3,5,1,20,0,75,84
11,71,2,1,0,5.6,80,1,14,7,16,0,75,62
13,67,2,0,2,10.2,54,2,15,4,12,0,75,66
13,67,2,0,2,10.4,54,2,15,4,12,0,75,78
12,70,2,0,2,9.3,79,1,30,2,12,0,75,77
12,70,2,5,1,9.2,77,1,30,2,13,0,74,76
6,54,0,1,0,-3.8,80,3,1,4,9,0,70,75
6,54,0,1,1,-3.9,82,3,1,4,10,0,70,76
14,77,2,0,0,4.8,64,1,7,7,16,0,70,76
14,78,2,0,0,3.6,69,1,7,7,18,0,71,76
14,84,0,5,0,1.8,80,1,7,7,22,0,72,69
8,62,2,7,0,-3.1,93,3,1,4,18,1,71,69
8,66,2,7,0,-1.8,91,3,1,4,20,1,67,69
14,78,0,1,1,11.1,92,1,29,1,13,1,67,67
14,77,0,1,1,11,93,1,29,1,14,1,70,71
10,76,2,1,0,6.6,92,1,12,5,18,0,70,80
10,75,2,1,0,6.6,91,1,12,5,19,1,54,84
10,76,2,1,0,6.5,90,1,12,5,19,1,54,83
10,76,2,4,0,6.4,91,1,12,5,19,0,77,83
11,76,2,4,0,6.6,91,1,12,5,19,1,78,81
13,69,2,1,0,3.1,92,1,21,7,1,1,84,82
12,69,0,1,0,3.1,93,1,21,7,2,0,62,72
12,69,0,1,0,3.1,93,1,21,7,3,1,66,72
12,67,0,5,0,5.5,97,3,4,7,5,0,78,72
12,71,2,5,0,6.2,90,2,16,5,20,1,77,72
12,80,1,4,1,10.7,96,1,15,1,11,0,76,67
12,84,2,4,1,11,93,1,15,1,12,1,75,68
12,83,2,4,1,11.5,90,1,15,1,12,0,76,71
12,83,2,4,1,10.5,92,1,15,1,14,0,76,70
12,81,2,5,1,10.7,90,1,15,1,14,0,76,68
13,82,0,4,1,10.9,84,1,15,1,14,0,69,67
12,72,2,5,1,8.4,79,1,26,5,13,1,69,76
12,72,2,5,1,8,78,1,26,5,13,1,69,76
12,72,1,5,1,8,77,1,26,5,13,1,67,76
12,72,1,5,1,8.2,74,1,26,5,13,1,71,72
11,67,2,5,0,3.4,86,2,12,1,20,1,80,72
11,68,2,5,0,3.8,87,2,12,1,20,1,84,72
14,71,0,0,0,2.8,96,1,30,2,0,0,83,73
14,70,0,0,0,2.5,97,1,30,2,1,0,83,73
11,68,2,0,0,0.9,88,2,9,5,23,1,81,70
12,67,0,0,0,0,91,2,10,6,1,1,82,72
14,76,1,1,1,11,89,1,29,1,12,0,72,72
14,76,2,1,2,11.3,87,1,29,1,13,0,72,72
14,76,2,1,2,11.5,87,1,29,1,13,1,72,73
12,72,2,1,0,5.8,85,1,14,7,0,0,72,81
12,72,2,1,0,5.8,85,1,14,7,1,0,67,81
11,72,2,1,0,5.8,85,1,14,7,1,0,68,82
13,73,0,4,1,7.8,98,3,15,4,8,0,71,74
14,73,2,4,2,8.7,96,3,15,4,9,0,70,69
12,70,0,5,1,6,98,3,5,1,8,0,68,70
11,72,0,1,0,6,84,1,13,6,1,0,67,70
13,72,0,1,0,7.6,98,3,15,4,5,0,76,29
13,72,0,1,0,7.6,98,3,15,4,6,0,76,28
13,73,0,4,1,7.8,97,3,16,5,7,0,76,28
16,81,2,4,0,4.9,95,1,5,5,19,0,72,70
16,81,2,4,0,5.6,93,1,5,5,20,1,72,73
16,82,0,4,0,4.7,97,1,5,5,21,0,72,73
14,74,2,5,2,11.7,84,3,15,4,12,0,73,74
11,69,0,6,0,3.6,86,2,9,5,6,0,73,69
12,70,2,5,1,9.2,81,3,6,2,16,0,70,70
12,70,1,5,1,8.9,79,3,6,2,16,0,72,73
7,29,0,1,0,-3.8,63,3,1,4,3,0,72,74
6,28,0,1,0,-3.7,65,3,1,4,4,0,72,73
6,28,0,1,0,-3.7,70,3,1,4,4,0,73,73
12,70,0,6,1,6.4,95,3,5,1,13,0,81,65
11,73,0,1,0,9.1,89,1,15,1,2,0,81,64
11,73,0,6,0,9.1,89,1,15,1,3,0,82,62
11,74,0,6,0,8.5,96,1,15,1,4,0,74,62
11,69,0,1,1,6.7,73,1,14,7,15,1,69,61
11,70,0,1,0,6,76,1,14,7,16,1,70,68
13,73,0,6,0,8.9,86,3,14,3,21,0,70,68
14,74,2,1,0,8,96,3,15,4,21,1,29,68
12,73,0,4,0,9,97,2,15,4,4,0,28,68
12,73,0,5,0,8.9,98,2,15,4,4,0,28,69
10,65,0,5,0,1.1,89,2,7,3,0,0,70,76
10,64,0,5,0,1.5,85,2,7,3,1,0,73,76
9,62,0,0,0,1,82,2,7,3,3,0,73,76
9,62,0,0,0,0.6,81,2,7,3,3,0,74,52
9,61,0,0,0,0.4,80,2,7,3,3,0,69,72
11,68,1,5,2,8.8,86,3,4,7,11,0,70,63
14,68,0,5,0,5.1,91,1,27,6,4,0,73,60
14,68,0,4,0,5.1,91,1,27,6,4,0,74,63
13,68,0,1,0,5.8,90,1,27,6,5,0,73,64
10,69,0,6,1,6.2,79,2,14,3,8,0,73,67
10,76,0,4,0,6.7,91,1,12,5,18,1,65,67
11,76,2,1,0,6.7,89,1,12,5,20,1,64,67
11,76,2,1,0,6.8,90,1,12,5,20,0,62,67
8,52,1,5,1,-3.2,75,2,28,3,9,0,62,54
13,72,0,5,0,7.4,97,3,16,5,6,0,61,57
10,63,0,5,1,6.2,63,2,9,5,16,1,68,56
10,60,0,0,0,4.6,70,2,9,5,17,0,68,76
10,63,0,0,0,4.3,71,2,9,5,17,1,68,76
10,64,2,5,0,4,71,2,9,5,17,1,68,79
10,67,2,0,0,3.5,73,2,9,5,18,1,69,76
10,67,2,0,0,2.8,76,2,9,5,19,1,76,78
11,67,2,0,0,2.3,77,2,9,5,19,0,76,89
11,67,2,0,0,2.3,77,2,9,5,20,0,76,83
11,54,0,5,0,0,83,2,23,5,2,0,52,68
10,57,0,5,0,0,85,2,23,5,3,0,72,69
10,56,0,5,0,-0.8,88,2,23,5,4,0,63,69
16,76,2,4,1,3.4,92,1,6,6,11,0,60,75
16,76,2,4,1,3.8,91,1,6,6,12,0,63,74
15,79,2,5,1,4.8,87,1,6,6,14,0,64,74
16,76,2,4,1,4.8,87,1,6,6,14,0,67,73
15,78,2,4,1,4.8,88,1,6,6,15,0,67,65
14,89,2,4,0,4.8,88,1,6,6,17,0,67,65
15,83,2,4,0,4.7,88,1,6,6,17,0,67,67
11,68,0,5,0,6.2,79,2,13,2,1,1,54,67
12,69,0,4,0,6.1,83,2,13,2,2,1,57,79
12,69,0,5,1,5.1,98,3,5,1,7,0,56,77
14,75,0,1,1,10,91,1,29,1,8,0,76,81
11,74,0,1,0,7,87,1,13,6,18,0,76,81
11,74,0,4,0,6.9,88,1,13,6,18,0,79,67
11,73,2,1,0,6.7,86,1,13,6,20,1,76,66
13,65,0,4,1,6.7,85,2,10,6,9,0,78,70
13,65,0,4,1,7,86,2,10,6,9,0,89,70
13,67,1,6,2,7.2,93,2,10,6,10,0,83,70
13,67,1,6,1,7.2,93,2,10,6,11,1,68,69
14,79,2,6,0,4.9,94,1,5,5,18,0,69,69
17,77,2,5,0,5,95,1,5,5,19,0,69,70
16,81,0,6,0,5.5,96,1,5,5,21,0,75,69
16,81,0,4,0,5.4,96,1,5,5,21,0,74,68
13,67,2,5,2,8.7,79,3,6,2,12,0,74,74
11,66,0,0,0,2.2,93,2,16,5,5,0,73,74
13,70,2,4,0,5.9,97,3,5,1,23,1,65,74
12,70,2,5,0,5.8,97,3,5,1,23,1,65,67
13,70,2,5,0,5.6,97,3,5,1,23,1,67,67
13,69,2,5,0,5.5,97,3,6,2,0,1,67,67
13,69,2,5,0,5.5,97,3,6,2,0,1,79,67
13,70,2,5,0,5.4,97,3,6,2,0,1,77,74
13,69,2,4,0,5.3,97,3,6,2,0,0,81,74
14,68,0,5,0,9.4,76,1,22,1,16,0,81,75
11,74,0,4,0,6.9,88,1,13,6,16,0,67,76
11,74,0,1,0,7.3,78,1,13,6,16,0,66,75
11,74,0,1,0,6.9,88,1,13,6,16,0,70,75
11,67,2,5,1,6.6,61,2,22,4,15,0,70,74
12,67,0,0,0,3.3,79,2,11,7,7,0,70,62
11,67,2,5,1,6.3,71,2,13,2,16,0,69,72
12,67,0,0,0,3.5,81,2,11,7,7,0,69,72
13,74,2,6,0,9.4,98,2,10,6,19,1,70,73
13,74,2,1,0,9.3,99,2,10,6,20,1,69,70
13,75,2,1,0,9.2,98,2,10,6,20,1,68,72
13,76,2,1,0,9.3,98,2,10,6,21,1,74,73
14,75,0,1,0,9.5,98,2,10,6,21,1,74,72
14,75,0,1,0,9.6,98,2,10,6,22,1,74,73
13,74,0,1,0,9.7,98,2,10,6,22,1,67,74
12,62,2,5,1,6.6,64,2,11,7,13,0,67,74
13,72,0,5,0,7.5,96,3,16,5,4,0,67,53
13,72,0,5,0,7.4,96,3,16,5,4,0,67,54
13,73,2,1,0,4.5,92,1,20,6,22,0,74,68
13,70,2,4,0,3.4,92,1,21,7,0,0,74,69
11,72,0,1,0,7.1,84,1,13,6,8,0,75,63
11,73,0,1,1,7.4,84,1,13,6,9,0,76,64
11,72,0,1,1,7.5,84,1,13,6,9,0,75,54
11,73,0,4,1,7.5,86,1,13,6,10,0,75,52
11,74,1,4,1,7.4,86,1,13,6,10,0,74,75
11,74,2,4,1,8.2,83,1,13,6,11,1,62,76
8,53,0,4,1,0.9,80,2,27,2,15,0,72,67
8,54,2,7,1,-0.4,71,2,27,2,15,0,72,67
9,68,2,6,2,3.4,94,3,3,6,10,0,73,68
13,69,0,5,1,0.4,99,1,30,2,9,0,70,63
12,63,0,5,0,4.2,89,2,10,6,7,0,72,70
12,64,0,5,0,4.6,89,2,10,6,7,0,73,70
8,54,0,7,0,-1.1,75,2,27,2,17,0,72,71
8,52,2,4,2,-0.7,53,2,28,3,11,0,73,71
14,75,1,1,1,10.6,90,1,29,1,10,1,74,71
14,76,2,1,1,10.7,89,1,29,1,11,0,74,72
12,67,0,0,0,3.5,78,2,11,7,6,0,53,62
12,67,0,0,0,3.5,79,2,11,7,7,0,54,68
13,68,0,5,1,9.4,79,3,6,2,14,1,68,69
9,63,2,5,1,3.3,60,2,6,2,13,1,69,68
13,70,0,4,0,9.2,75,1,22,1,17,0,63,59
13,70,0,4,0,9.2,76,1,22,1,17,0,64,59
13,71,0,4,0,9,78,1,22,1,17,1,54,56
13,71,0,4,0,8.9,78,1,22,1,18,1,52,57
13,71,0,4,0,8.8,79,1,22,1,18,0,75,57
13,72,2,4,0,8.3,86,1,22,1,20,0,76,57
9,62,0,7,1,-0.5,85,3,2,5,8,0,67,57
13,68,2,0,1,10.9,62,2,15,4,14,0,67,66
13,69,0,0,1,10.6,64,2,15,4,15,1,68,56
13,68,2,0,1,8.5,62,2,15,4,16,1,63,57
9,59,2,0,1,6.9,51,2,24,6,16,0,70,59
9,59,2,0,2,6.4,55,2,24,6,13,1,70,55
9,56,2,0,2,6.7,54,2,24,6,13,0,71,62
7,57,2,7,1,-3.7,93,3,1,4,15,0,71,63
7,57,1,7,1,-3.6,93,3,1,4,15,0,71,60
7,57,1,7,1,-3.6,93,3,1,4,15,0,72,31
7,57,1,7,1,-3.6,93,3,1,4,15,0,62,67
12,66,0,0,0,3.1,91,2,16,5,4,0,68,67
9,56,0,0,0,5.3,55,2,24,6,17,0,69,67
9,57,0,0,0,5,55,2,24,6,17,0,68,55
9,59,0,0,0,4.6,57,2,24,6,17,0,59,55
10,55,2,0,0,2.7,60,2,24,6,19,1,59,55
10,62,2,0,0,2.1,63,2,24,6,20,0,56,55
10,63,1,0,0,1.8,64,2,24,6,20,1,57,55
10,60,2,0,0,1.4,67,2,24,6,21,1,57,56
6,31,0,1,0,-3.8,65,3,1,4,4,0,57,56
11,67,2,0,0,4.8,64,2,22,4,17,1,57,76
11,67,2,0,0,4.5,65,2,22,4,17,1,66,76
11,67,2,0,0,3.4,69,2,22,4,18,1,56,70
8,55,2,0,0,-1.8,77,2,27,2,19,0,57,56
