Year,Month,Day,Hour,Minute,Occupancy
2018,1,15,8,0,Empty
2018,2,14,21,44,Occupied
2018,2,14,21,56,Empty
2018,2,14,22,39,Empty
2018,2,14,23,14,Occupied
2018,2,14,23,26,Empty
2018,1,28,23,30,Empty
2018,2,10,2,53,Empty
2018,2,10,3,25,Empty
2018,2,10,8,19,Empty
2018,2,13,14,2,Empty
2018,2,13,15,18,Occupied
2018,2,13,15,35,Occupied
2018,2,13,16,3,Empty
2018,1,26,21,35,Empty
2018,1,15,9,1,Empty
2018,1,15,9,7,Empty
2018,1,15,9,13,Empty
2018,1,15,11,8,Empty
2018,2,8,14,24,Empty
2018,2,8,15,49,Empty
2018,2,15,15,49,Occupied
2018,2,15,16,5,Occupied
2018,2,15,16,16,Occupied
2018,2,15,17,37,Empty
2018,2,15,18,42,Occupied
2018,1,27,16,30,Empty
2018,1,27,17,0,Empty
2018,1,27,17,46,Empty
2018,1,27,18,52,Empty
2018,1,27,19,19,Occupied
2018,1,24,7,44,Empty
2018,2,9,22,44,Occupied
2018,2,14,9,0,Empty
2018,2,14,9,13,Empty
2018,2,14,9,43,Empty
2018,2,14,10,25,Empty
2018,1,16,0,56,Empty
2018,1,16,1,54,Empty
2018,1,12,16,18,Empty
2018,1,12,16,43,Empty
2018,1,12,17,52,Empty
2018,2,13,15,23,Occupied
2018,2,13,16,27,Empty
2018,2,13,16,44,Empty
2018,2,13,16,50,Empty
2018,2,13,17,15,Empty
2018,2,13,14,19,Empty
2018,2,13,14,24,Occupied
2018,2,13,14,46,Occupied
2018,2,17,0,45,Empty
2018,1,30,0,23,Empty
2018,1,15,4,28,Empty
2018,1,15,4,42,Empty
2018,2,11,15,10,Empty
2018,2,11,15,56,Occupied
2018,2,11,17,3,Occupied
2018,1,19,17,48,Empty
2018,1,19,18,18,Empty
2018,2,16,14,46,Empty
2018,2,9,17,2,Empty
2018,2,9,19,3,Occupied
2018,2,11,15,40,Empty
2018,2,11,16,18,Occupied
2018,2,11,17,8,Occupied
2018,1,27,17,19,Empty
2018,1,27,19,9,Occupied
2018,1,14,11,52,Empty
2018,1,14,12,34,Empty
2018,1,14,13,16,Empty
2018,1,15,8,12,Empty
2018,2,13,14,35,Occupied
2018,2,13,15,57,Occupied
2018,2,10,17,47,Occupied
2018,2,10,18,8,Occupied
2018,2,10,18,26,Empty
2018,1,13,20,54,Occupied
2018,1,13,21,0,Empty
2018,1,13,22,25,Empty
2018,1,13,22,49,Empty
2018,1,13,23,8,Empty
2018,1,13,23,14,Empty
2018,1,13,23,32,Empty
2018,1,15,5,52,Empty
2018,1,15,6,6,Empty
2018,1,15,6,47,Empty
2018,1,15,7,35,Empty
2018,1,15,8,6,Empty
2018,2,9,19,14,Occupied
2018,2,9,20,31,Empty
2018,2,9,21,20,Occupied
2018,1,26,22,4,Occupied
2018,2,9,3,52,Empty
2018,2,9,4,46,Empty
2018,2,15,23,34,Occupied
2018,2,7,5,17,Empty
2018,1,23,17,31,Occupied
2018,1,23,19,7,Occupied
2018,1,23,19,36,Empty
2018,1,23,19,48,Empty
2018,2,11,0,23,Empty
2018,2,11,1,23,Empty
2018,2,11,2,30,Empty
2018,1,20,4,23,Empty
2018,1,20,6,36,Empty
2018,1,20,7,0,Empty
2018,1,19,18,24,Empty
2018,1,19,19,8,Empty
2018,1,19,19,38,Empty
2018,2,16,0,27,Empty
2018,2,16,0,52,Empty
2018,2,7,19,51,Empty
2018,2,7,20,28,Occupied
2018,2,7,20,33,Occupied
2018,2,14,16,38,Empty
2018,2,14,16,50,Empty
2018,2,14,17,26,Empty
2018,2,14,17,37,Occupied
2018,2,14,17,43,Occupied
2018,2,8,7,53,Empty
2018,1,14,14,10,Occupied
2018,1,14,15,39,Empty
2018,1,14,16,25,Occupied
2018,1,6,9,5,Empty
2018,1,6,9,47,Occupied
2018,1,6,11,2,Empty
2018,1,6,11,45,Empty
2018,1,22,17,35,Occupied
2018,1,22,17,58,Occupied
2018,1,22,19,0,Occupied
2018,1,22,19,11,Empty
2018,1,22,19,23,Empty
2018,1,22,20,34,Empty
2018,1,22,20,39,Occupied
2018,1,22,21,25,Occupied
2018,1,15,10,13,Empty
2018,1,15,10,50,Empty
2018,1,21,16,39,Empty
2018,1,21,18,50,Empty
2018,1,21,20,49,Empty
2018,1,28,5,42,Empty
2018,1,28,6,43,Empty
2018,2,7,12,22,Empty
2018,2,7,15,55,Empty
2018,2,15,14,25,Empty
2018,2,15,14,37,Empty
2018,1,21,15,44,Empty
2018,1,21,16,51,Empty
2018,1,21,17,11,Empty
2018,1,21,17,22,Occupied
2018,2,13,23,59,Occupied
2018,2,14,0,21,Occupied
2018,2,15,16,48,Occupied
2018,1,8,7,45,Empty
2018,2,9,11,41,Empty
2018,2,9,11,47,Empty
2018,2,9,12,16,Occupied
2018,1,24,6,29,Empty
2018,1,24,7,32,Empty
2018,1,24,7,57,Empty
2018,1,30,12,0,Empty
2018,1,30,13,19,Empty
2018,2,13,9,49,Empty
2018,2,13,10,19,Empty
2018,2,7,15,19,Empty
2018,2,7,15,43,Empty
2018,1,29,15,23,Empty
2018,2,15,14,49,Empty
2018,2,15,17,4,Occupied
2018,2,15,17,14,Occupied
2018,2,6,13,31,Empty
2018,2,6,13,48,Occupied
2018,1,14,3,41,Empty
2018,1,14,5,18,Empty
2018,1,14,6,49,Empty
2018,2,16,16,41,Empty
2018,2,16,16,47,Empty
2018,2,16,19,3,Empty
2018,2,15,10,51,Empty
2018,1,22,4,42,Empty
2018,1,22,5,5,Empty
2018,1,22,5,21,Empty
2018,1,22,6,15,Empty
2018,1,22,7,53,Occupied
2018,1,22,8,40,Empty
2018,2,7,21,56,Empty
2018,2,8,0,21,Empty
2018,2,8,0,32,Occupied
2018,1,30,4,6,Empty
2018,2,7,6,9,Empty
2018,2,7,6,16,Empty
2018,2,7,7,24,Empty
2018,2,7,7,48,Empty
2018,2,7,7,54,Empty
2018,2,7,8,12,Empty
2018,2,7,8,36,Empty
2018,2,7,9,13,Empty
2018,2,7,9,19,Empty
2018,2,14,22,52,Empty
2018,2,14,23,54,Empty
2018,2,15,0,29,Empty
2018,2,15,23,39,Occupied
2018,2,15,23,45,Empty
2018,2,16,1,11,Empty
2018,1,13,3,7,Empty
2018,1,13,3,26,Empty
2018,1,13,3,46,Empty
2018,1,13,5,38,Empty
2018,1,21,17,43,Occupied
2018,1,21,19,26,Empty
2018,1,29,20,35,Empty
2018,1,19,16,59,Empty
2018,1,19,17,54,Empty
2018,1,19,18,56,Empty
2018,1,14,18,10,Occupied
2018,1,14,18,58,Empty
2018,2,12,21,47,Empty
2018,2,13,0,40,Occupied
2018,2,13,0,45,Occupied
2018,2,13,1,12,Occupied
2018,2,13,1,53,Occupied
2018,1,5,18,51,Occupied
2018,1,5,18,57,Empty
2018,1,5,20,22,Empty
2018,1,5,20,45,Empty
2018,1,5,20,51,Empty
2018,1,5,21,14,Empty
2018,1,5,21,37,Empty
2018,1,5,22,20,Empty
2018,2,14,6,3,Empty
2018,1,19,16,41,Empty
2018,1,19,17,42,Empty
2018,1,19,18,0,Empty
2018,1,27,4,15,Empty
2018,1,27,4,40,Occupied
2018,1,27,5,23,Empty
2018,1,27,5,38,Empty
2018,1,27,5,45,Empty
2018,1,27,6,52,Empty
2018,1,28,18,34,Empty
2018,1,28,18,46,Empty
2018,1,28,19,59,Empty
2018,1,28,20,29,Empty
2018,1,28,20,46,Occupied
2018,1,28,21,22,Empty
2018,1,28,21,34,Empty
2018,1,28,6,36,Empty
2018,1,28,8,13,Empty
2018,1,28,8,19,Empty
2018,1,28,9,7,Empty
2018,1,28,10,50,Empty
2018,1,28,11,2,Empty
2018,2,9,11,35,Empty
2018,2,9,13,1,Empty
2018,1,30,12,30,Empty
2018,1,26,20,29,Empty
2018,2,8,9,12,Empty
2018,2,8,9,30,Empty
2018,1,22,11,59,Empty
2018,1,22,12,43,Occupied
2018,1,22,12,59,Occupied
2018,1,22,13,55,Occupied
2018,1,22,14,1,Empty
2018,1,27,14,11,Empty
2018,1,27,14,23,Empty
2018,1,27,15,54,Empty
2018,1,27,16,48,Empty
2018,1,27,17,53,Empty
2018,1,27,18,1,Empty
2018,1,27,18,7,Empty
2018,1,27,18,58,Empty
2018,1,28,17,54,Empty
2018,1,28,18,6,Empty
2018,1,28,19,4,Occupied
2018,1,28,19,11,Empty
2018,1,28,21,52,Empty
2018,1,28,21,58,Empty
2018,1,12,19,43,Empty
2018,1,30,13,30,Empty
2018,1,30,14,12,Empty
2018,1,27,21,43,Empty
2018,1,27,22,17,Empty
2018,1,27,22,42,Empty
2018,1,27,23,29,Empty
2018,1,30,11,24,Empty
2018,1,20,15,11,Occupied
2018,1,20,15,31,Occupied
2018,1,20,16,35,Empty
2018,1,20,16,41,Empty
2018,1,27,7,44,Empty
2018,1,27,8,33,Empty
2018,1,27,9,9,Empty
2018,2,8,14,49,Empty
2018,1,21,7,33,Empty
2018,1,21,10,5,Empty
2018,1,21,10,58,Occupied
2018,1,21,11,8,Occupied
2018,1,21,11,41,Empty
2018,1,20,0,49,Empty
2018,1,20,1,29,Empty
2018,1,20,3,13,Empty
2018,1,20,3,20,Empty
2018,1,20,3,36,Empty
2018,1,27,6,30,Empty
2018,1,27,6,37,Empty
2018,1,27,7,19,Empty
2018,1,27,7,56,Empty
2018,1,27,9,3,Empty
2018,1,21,4,25,Empty
2018,1,21,4,33,Empty
2018,1,21,7,51,Empty
2018,1,21,8,28,Empty
2018,1,20,20,41,Occupied
2018,1,20,22,5,Occupied
2018,1,21,1,50,Empty
2018,1,21,4,49,Empty
2018,1,21,4,57,Empty
2018,1,23,13,1,Occupied
2018,1,23,14,2,Empty
2018,1,23,14,8,Empty
2018,2,13,9,6,Empty
2018,1,19,20,20,Empty
2018,1,19,20,38,Empty
2018,1,19,20,50,Empty
2018,1,19,21,9,Empty
2018,1,20,0,17,Empty
2018,1,20,0,25,Empty
2018,1,20,0,41,Empty
2018,1,20,1,53,Empty
2018,1,12,22,37,Occupied
2018,1,5,12,6,Occupied
2018,1,12,12,31,Occupied
2018,1,12,12,38,Empty
2018,2,11,14,33,Empty
2018,2,11,14,39,Empty
2018,2,13,19,25,Empty
2018,2,13,19,58,Occupied
2018,2,13,21,32,Occupied
2018,2,13,21,37,Occupied
2018,1,5,17,2,Empty
2018,1,5,19,21,Empty
2018,1,20,4,55,Empty
2018,1,20,7,22,Empty
2018,1,22,11,0,Occupied
2018,1,6,10,38,Empty
2018,2,13,9,37,Empty
2018,1,5,11,51,Occupied
2018,1,5,15,36,Empty
2018,1,5,11,13,Occupied
2018,2,12,23,41,Empty
2018,2,13,0,14,Occupied
2018,2,13,0,24,Occupied
2018,2,16,12,11,Empty
2018,2,11,13,20,Empty
2018,1,21,2,21,Empty
2018,1,21,2,27,Empty
2018,1,21,3,44,Empty
2018,1,21,4,17,Empty
2018,1,21,4,41,Empty
2018,1,21,5,21,Empty
2018,1,21,5,37,Empty
2018,2,7,6,23,Empty
2018,2,7,8,0,Empty
2018,2,7,8,30,Empty
2018,2,7,8,42,Empty
2018,2,13,4,5,Occupied
2018,2,13,4,42,Empty
2018,2,13,7,20,Occupied
2018,1,13,6,57,Empty
2018,1,13,7,10,Empty
2018,1,13,7,55,Empty
2018,1,13,9,25,Empty
2018,1,13,9,55,Empty
2018,2,14,19,39,Empty
2018,1,30,0,17,Empty
2018,1,30,0,47,Occupied
2018,2,15,9,8,Empty
2018,1,21,21,0,Empty
2018,1,21,21,37,Empty
2018,2,8,6,58,Empty
2018,2,8,7,4,Empty
2018,2,8,7,59,Empty
2018,2,8,8,11,Empty
2018,2,8,8,48,Empty
2018,1,24,7,25,Empty
2018,2,13,14,57,Empty
2018,2,13,15,3,Occupied
2018,2,13,17,32,Occupied
2018,1,30,16,15,Empty
2018,2,13,11,49,Empty
2018,2,16,12,17,Empty
2018,2,16,13,10,Empty
2018,2,16,13,58,Empty
2018,2,16,15,53,Empty
2018,1,29,4,55,Empty
2018,1,29,5,36,Empty
2018,1,29,5,50,Empty
2018,1,29,6,32,Empty
2018,1,29,7,6,Empty
2018,1,29,7,38,Empty
2018,1,29,8,8,Empty
2018,1,27,1,42,Occupied
2018,1,27,2,16,Empty
2018,1,27,3,9,Empty
2018,1,27,3,21,Empty
2018,1,29,6,25,Empty
2018,1,29,6,46,Empty
2018,1,29,6,53,Empty
2018,2,16,12,28,Occupied
2018,1,15,12,2,Empty
2018,1,15,12,9,Empty
2018,1,15,13,19,Empty
2018,1,15,13,48,Empty
2018,1,15,15,7,Empty
2018,1,14,1,19,Empty
2018,1,14,1,32,Empty
2018,1,14,2,15,Empty
2018,2,9,17,53,Occupied
2018,2,9,18,10,Occupied
2018,2,9,19,37,Occupied
2018,2,7,2,13,Empty
2018,2,7,4,55,Empty
2018,2,7,5,3,Empty
2018,2,7,5,10,Empty
2018,1,30,16,38,Occupied
2018,1,30,16,54,Empty
2018,1,30,17,39,Occupied
2018,1,23,6,53,Empty
2018,1,23,8,23,Empty
2018,1,23,8,42,Empty
2018,1,22,7,30,Empty
2018,2,12,14,55,Empty
2018,1,27,12,16,Empty
2018,2,16,7,57,Empty
2018,2,16,8,15,Empty
2018,2,16,9,4,Empty
2018,2,16,9,46,Empty
2018,2,16,10,38,Empty
2018,1,27,20,36,Empty
2018,1,27,21,7,Empty
2018,1,27,22,5,Empty
2018,1,27,23,8,Empty
2018,1,27,23,36,Empty
2018,1,27,23,43,Empty
2018,2,6,18,3,Empty
2018,2,6,18,19,Occupied
2018,2,6,18,43,Empty
2018,2,6,20,48,Occupied
2018,2,6,21,49,Empty
2018,1,13,15,46,Empty
2018,1,13,15,59,Empty
2018,1,19,18,6,Empty
2018,1,19,18,12,Empty
2018,1,19,18,39,Empty
2018,1,30,8,46,Empty
2018,1,30,9,4,Empty
2018,1,23,18,21,Occupied
2018,1,23,20,12,Empty
2018,1,24,8,9,Empty
2018,1,24,8,26,Empty
2018,2,15,0,0,Empty
2018,2,15,1,17,Empty
2018,2,10,23,37,Occupied
2018,2,10,23,59,Occupied
2018,2,11,0,59,Empty
2018,2,11,2,39,Empty
2018,1,29,6,4,Empty
2018,2,15,9,50,Empty
2018,2,15,10,33,Empty
2018,2,7,23,15,Empty
2018,2,7,23,21,Empty
2018,2,7,23,33,Empty
2018,2,7,23,45,Empty
2018,2,8,1,1,Occupied
2018,2,8,1,11,Occupied
2018,2,8,1,41,Empty
2018,2,8,2,33,Empty
2018,2,8,3,55,Empty
2018,1,29,12,35,Empty
2018,1,29,12,47,Empty
2018,2,17,10,4,Empty
2018,2,16,7,51,Empty
2018,2,10,3,6,Empty
2018,2,10,3,12,Empty
2018,2,10,3,18,Empty
2018,2,10,3,31,Empty
2018,2,10,3,38,Empty
2018,2,10,4,3,Empty
2018,2,10,4,41,Empty
2018,2,13,6,49,Occupied
2018,2,13,10,1,Empty
2018,1,26,13,19,Occupied
2018,2,12,14,43,Occupied
2018,2,12,15,7,Empty
2018,2,15,19,12,Empty
2018,1,28,14,29,Empty
2018,1,28,15,27,Occupied
2018,1,15,20,14,Empty
2018,1,15,22,13,Empty
2018,1,15,22,38,Empty
2018,1,15,23,2,Empty
2018,1,16,1,11,Empty
2018,1,16,1,47,Empty
2018,1,23,15,58,Occupied
2018,1,23,16,9,Occupied
2018,1,23,16,59,Occupied
2018,1,23,19,13,Empty
2018,1,24,2,7,Empty
2018,1,29,18,52,Empty
2018,1,29,20,41,Empty
2018,1,29,21,41,Empty
2018,2,12,15,13,Empty
2018,2,16,4,25,Empty
2018,2,10,9,26,Empty
2018,2,10,9,50,Empty
2018,2,10,10,19,Occupied
2018,2,10,11,59,Empty
2018,2,8,13,24,Empty
2018,2,8,14,0,Empty
2018,1,20,16,48,Empty
2018,1,20,17,0,Empty
2018,1,20,17,6,Empty
2018,2,8,12,17,Empty
2018,2,8,13,30,Empty
2018,2,17,1,16,Empty
2018,2,17,1,23,Empty
2018,2,17,2,17,Empty
2018,2,17,3,36,Occupied
2018,2,17,3,42,Occupied
2018,2,17,4,43,Empty
2018,2,8,20,59,Occupied
2018,2,8,22,19,Empty
2018,2,8,22,37,Empty
2018,2,8,22,47,Occupied
2018,1,28,1,50,Empty
2018,1,28,2,12,Empty
2018,1,28,2,26,Empty
2018,1,28,3,28,Empty
2018,1,22,5,52,Empty
2018,1,22,6,0,Empty
2018,2,14,21,28,Empty
2018,2,14,21,34,Empty
2018,1,29,20,28,Empty
2018,1,29,21,30,Empty
2018,1,29,22,11,Empty
2018,1,29,22,47,Empty
2018,1,14,16,42,Empty
2018,2,15,12,32,Empty
2018,2,15,12,56,Empty
2018,1,30,12,18,Empty
2018,1,30,13,13,Empty
2018,1,7,16,31,Empty
2018,1,7,18,7,Empty
2018,1,7,22,27,Empty
2018,1,29,13,56,Occupied
2018,1,29,14,2,Occupied
2018,1,12,18,58,Empty
2018,1,12,19,4,Occupied
2018,1,12,19,9,Occupied
2018,1,12,19,20,Empty
2018,1,12,19,59,Occupied
2018,1,21,1,37,Occupied
2018,1,21,2,8,Empty
2018,1,21,3,27,Occupied
2018,2,16,20,19,Occupied
2018,1,15,11,32,Empty
2018,1,15,12,20,Occupied
2018,1,15,12,48,Empty
2018,1,15,14,0,Empty
2018,1,15,14,12,Empty
2018,1,15,14,24,Empty
2018,1,26,13,8,Occupied
2018,1,26,13,40,Occupied
2018,1,26,13,45,Occupied
2018,1,26,13,50,Occupied
2018,2,12,20,21,Occupied
2018,2,12,20,42,Occupied
2018,1,30,0,29,Empty
2018,1,30,1,36,Empty
2018,2,9,23,41,Occupied
2018,2,10,1,56,Occupied
2018,1,29,12,11,Empty
2018,1,29,13,5,Empty
2018,1,29,13,11,Occupied
2018,1,14,0,49,Empty
2018,1,14,1,1,Empty
2018,1,14,1,13,Empty
2018,1,13,1,41,Empty
2018,1,5,19,33,Empty
2018,1,5,20,27,Occupied
2018,1,5,21,26,Empty
2018,2,9,6,48,Empty
2018,1,15,2,56,Empty
2018,1,15,3,10,Empty
2018,1,15,4,56,Empty
2018,1,14,15,15,Occupied
2018,1,14,16,3,Occupied
2018,2,15,4,4,Empty
2018,2,15,4,16,Empty
2018,2,7,0,51,Empty
2018,2,7,1,50,Empty
2018,2,7,3,5,Empty
2018,2,7,3,27,Empty
2018,2,7,3,49,Empty
2018,1,27,4,9,Empty
2018,1,27,4,34,Empty
2018,1,27,5,53,Empty
2018,2,14,8,54,Empty
2018,1,12,18,41,Occupied
2018,1,12,20,17,Occupied
2018,1,12,20,34,Empty
2018,2,9,16,20,Occupied
2018,2,9,17,19,Empty
2018,2,9,17,37,Occupied
2018,2,9,17,59,Occupied
2018,2,9,18,36,Occupied
2018,2,9,19,20,Occupied
2018,2,9,19,55,Empty
2018,2,9,20,1,Empty
2018,1,6,11,57,Empty
2018,1,6,12,15,Empty
2018,1,6,14,16,Empty
2018,1,6,14,22,Empty
2018,1,6,15,17,Empty
2018,1,6,17,18,Empty
2018,1,6,17,55,Empty
2018,2,13,1,43,Occupied
2018,2,13,2,30,Occupied
2018,1,29,8,57,Empty
2018,1,13,18,19,Empty
2018,1,13,18,34,Empty
2018,1,13,20,17,Occupied
2018,2,10,9,19,Empty
2018,2,10,9,38,Empty
2018,2,10,10,59,Empty
2018,2,10,11,5,Occupied
2018,1,5,18,34,Empty
2018,1,5,19,46,Empty
2018,1,5,21,2,Empty
2018,1,5,21,8,Empty
2018,2,16,5,51,Empty
2018,1,22,16,15,Empty
2018,1,13,16,5,Empty
2018,1,13,16,17,Empty
2018,1,13,16,47,Empty
2018,2,11,7,21,Empty
2018,2,13,16,9,Empty
2018,2,11,7,52,Empty
2018,2,10,19,15,Occupied
2018,2,10,20,15,Occupied
2018,2,10,20,48,Occupied
2018,2,10,21,14,Occupied
2018,2,10,21,41,Occupied
2018,2,10,22,4,Occupied
2018,2,10,22,14,Occupied
2018,2,11,13,32,Empty
2018,1,20,22,0,Empty
2018,1,21,0,12,Empty
2018,1,13,8,49,Empty
2018,1,13,9,38,Empty
2018,1,13,9,49,Empty
2018,1,13,10,37,Empty
2018,1,13,10,55,Empty
2018,1,13,11,43,Occupied
2018,1,30,9,10,Empty
2018,2,10,7,36,Empty
2018,2,10,7,55,Empty
2018,1,29,10,29,Occupied
2018,1,29,11,5,Empty
2018,2,11,6,57,Empty
2018,2,11,7,46,Empty
2018,2,6,13,53,Occupied
2018,1,22,17,10,Empty
2018,1,22,17,18,Empty
2018,1,22,17,52,Occupied
2018,1,22,18,14,Occupied
2018,1,22,18,38,Empty
2018,1,22,20,28,Empty
2018,2,15,14,43,Empty
2018,2,15,15,6,Occupied
2018,2,15,16,10,Occupied
2018,2,16,4,3,Empty
2018,1,12,18,5,Empty
2018,1,12,18,11,Empty
2018,1,14,6,5,Empty
2018,1,29,3,10,Empty
2018,1,29,3,17,Empty
2018,1,29,5,16,Empty
2018,2,11,3,8,Empty
2018,1,7,11,46,Empty
2018,1,7,12,53,Empty
2018,1,7,17,7,Empty
2018,1,7,17,25,Empty
2018,1,7,17,32,Empty
2018,1,7,17,43,Empty
2018,1,7,18,56,Empty
2018,1,7,19,26,Empty
2018,1,7,0,0,Empty
2018,1,7,1,0,Empty
2018,1,7,1,13,Empty
2018,1,7,7,7,Empty
2018,1,7,7,37,Empty
2018,1,7,8,20,Empty
2018,1,23,3,54,Empty
2018,1,23,6,17,Empty
2018,1,23,6,26,Empty
2018,1,19,12,46,Empty
2018,1,19,12,52,Empty
2018,1,19,13,22,Empty
2018,1,19,15,36,Empty
2018,1,5,11,40,Occupied
2018,1,5,11,46,Empty
2018,1,5,12,18,Empty
2018,1,5,12,24,Empty
2018,1,29,16,9,Occupied
2018,1,29,16,14,Occupied
2018,1,29,16,25,Occupied
2018,1,6,17,36,Empty
2018,1,6,18,19,Empty
2018,1,6,19,13,Empty
2018,1,6,20,1,Empty
2018,1,6,20,6,Occupied
2018,1,6,21,5,Occupied
2018,2,16,5,20,Empty
2018,2,16,5,28,Empty
2018,2,16,5,43,Empty
2018,2,10,0,18,Occupied
2018,2,10,0,23,Occupied
2018,2,10,0,40,Occupied
2018,2,10,1,6,Occupied
2018,2,10,1,34,Occupied
2018,2,15,17,19,Occupied
2018,2,15,18,36,Empty
2018,2,15,19,23,Empty
2018,2,15,19,29,Empty
2018,2,7,2,43,Empty
2018,2,7,2,57,Empty
2018,2,7,3,12,Empty
2018,2,7,5,32,Empty
2018,1,13,12,43,Empty
2018,1,13,13,37,Empty
2018,1,13,14,0,Occupied
2018,1,13,14,18,Empty
2018,2,10,9,56,Empty
2018,2,10,10,8,Empty
2018,2,15,4,40,Empty
2018,2,9,22,29,Occupied
2018,2,9,22,54,Occupied
2018,2,9,23,36,Occupied
2018,2,10,0,7,Occupied
2018,2,10,0,46,Occupied
2018,2,10,1,23,Occupied
2018,2,10,1,51,Occupied
2018,1,20,2,1,Empty
2018,1,20,2,17,Empty
2018,1,20,4,31,Empty
2018,2,14,6,54,Empty
2018,1,14,17,29,Occupied
2018,1,14,18,45,Empty
2018,1,14,19,28,Empty
2018,1,14,19,58,Empty
2018,1,6,23,24,Empty
2018,1,7,0,23,Empty
2018,2,9,21,10,Occupied
2018,2,9,21,31,Occupied
2018,2,9,22,2,Occupied
2018,2,9,23,5,Occupied
2018,2,9,15,9,Empty
2018,2,9,17,43,Occupied
2018,2,9,18,25,Occupied
2018,1,29,16,4,Occupied
2018,1,29,16,19,Occupied
2018,1,29,16,30,Occupied
2018,1,29,16,36,Empty
2018,1,29,18,18,Occupied
2018,2,11,7,58,Empty
2018,2,11,8,40,Empty
2018,1,6,15,41,Empty
2018,1,6,15,59,Empty
2018,2,6,14,20,Occupied
2018,2,6,14,41,Occupied
2018,1,19,23,36,Empty
2018,1,19,23,47,Occupied
2018,1,19,23,53,Empty
2018,1,20,0,8,Empty
2018,2,16,18,9,Empty
2018,2,15,20,43,Occupied
2018,2,15,20,48,Occupied
2018,2,15,22,9,Occupied
2018,2,15,22,15,Empty
2018,2,15,22,21,Empty
2018,2,16,0,3,Occupied
2018,2,16,0,21,Empty
2018,2,12,18,20,Occupied
2018,2,12,19,8,Empty
2018,2,12,19,53,Occupied
2018,2,7,13,38,Empty
2018,2,7,13,50,Empty
2018,2,7,13,56,Occupied
2018,2,7,14,2,Empty
2018,2,7,14,31,Empty
2018,1,29,14,53,Empty
2018,2,16,20,30,Empty
2018,2,16,20,51,Occupied
2018,2,16,21,19,Occupied
2018,2,16,21,58,Empty
2018,2,16,22,35,Empty
2018,1,26,21,7,Occupied
2018,1,23,14,46,Empty
2018,1,23,15,1,Occupied
2018,1,29,1,39,Empty
2018,1,29,2,21,Empty
2018,1,20,2,33,Empty
2018,1,20,5,42,Empty
2018,1,13,14,28,Occupied
2018,1,13,15,53,Empty
2018,1,13,16,35,Empty
2018,1,13,16,41,Empty
2018,1,13,16,54,Empty
2018,1,13,17,8,Empty
2018,2,8,19,10,Occupied
2018,2,8,20,20,Occupied
2018,2,8,20,32,Empty
2018,2,8,21,45,Empty
2018,2,8,21,56,Occupied
2018,2,8,22,12,Empty
2018,2,8,22,31,Empty
2018,2,9,0,11,Empty
2018,1,19,11,48,Empty
2018,1,19,13,47,Empty
2018,2,17,2,45,Empty
2018,2,17,3,26,Occupied
2018,2,12,19,25,Occupied
2018,2,12,20,26,Occupied
2018,2,12,20,48,Occupied
2018,1,21,6,32,Empty
2018,1,21,6,40,Empty
2018,1,21,7,39,Empty
2018,2,11,16,1,Occupied
2018,2,11,16,24,Empty
2018,2,11,16,46,Occupied
2018,1,28,14,58,Empty
2018,1,28,15,57,Occupied
2018,1,28,16,3,Empty
2018,1,28,16,33,Empty
2018,2,15,0,59,Occupied
2018,2,9,8,21,Empty
2018,2,9,8,57,Empty
2018,2,7,15,0,Occupied
2018,2,7,16,1,Empty
2018,2,7,16,7,Empty
2018,2,7,16,13,Empty
2018,2,7,17,0,Empty
2018,1,7,9,39,Empty
2018,1,7,9,51,Empty
2018,1,7,11,40,Empty
2018,1,7,13,41,Empty
2018,1,7,15,6,Empty
2018,1,7,16,13,Empty
2018,1,6,21,56,Empty
2018,1,6,22,36,Empty
2018,1,7,0,29,Empty
2018,2,9,9,40,Empty
2018,2,9,10,13,Occupied
2018,2,14,18,42,Occupied
2018,1,23,22,33,Occupied
2018,1,24,0,12,Empty
2018,1,20,5,3,Empty
2018,1,20,5,34,Empty
2018,1,20,5,58,Empty
2018,1,20,7,36,Empty
2018,1,20,8,31,Empty
2018,1,12,10,48,Occupied
2018,2,13,5,31,Occupied
2018,1,21,14,22,Occupied
2018,1,21,15,1,Empty
2018,1,21,16,8,Empty
2018,2,14,11,19,Empty
2018,2,12,15,24,Occupied
2018,1,30,7,27,Empty
2018,1,30,7,39,Empty
2018,1,30,7,45,Empty
2018,1,30,7,57,Empty
2018,2,15,6,26,Empty
2018,1,5,17,23,Empty
2018,1,14,13,40,Empty
2018,1,14,13,52,Empty
2018,1,14,14,16,Empty
2018,1,14,14,46,Empty
2018,2,15,9,32,Empty
2018,2,8,8,35,Empty
2018,2,8,10,0,Occupied
2018,1,20,8,37,Empty
2018,1,20,8,55,Empty
2018,1,20,10,32,Empty
2018,1,20,10,47,Occupied
2018,2,13,6,18,Empty
2018,2,13,6,44,Occupied
2018,1,27,20,18,Empty
2018,1,22,16,27,Empty
2018,1,22,17,25,Occupied
2018,1,22,17,41,Empty
2018,1,22,20,3,Empty
2018,1,22,20,16,Empty
2018,2,7,10,6,Empty
2018,2,7,11,22,Occupied
2018,1,20,22,44,Occupied
2018,1,20,23,42,Empty
2018,1,20,23,48,Empty
2018,1,21,1,12,Occupied
2018,1,21,2,15,Empty
2018,1,21,2,38,Empty
2018,1,20,20,25,Occupied
2018,1,20,22,20,Occupied
2018,1,20,22,55,Occupied
2018,1,20,23,17,Empty
