Year,Month,Day,Hour,Minute,Occupancy
2018,2,16,2,37,Empty
2018,2,16,2,56,Empty
2018,1,20,11,53,Empty
2018,1,20,13,46,Occupied
2018,2,14,20,6,Occupied
2018,2,14,20,24,Empty
2018,2,14,22,28,Occupied
2018,2,14,23,9,Empty
2018,1,15,21,43,Occupied
2018,1,15,21,55,Empty
2018,1,15,22,1,Empty
2018,1,15,22,19,Empty
2018,1,15,23,26,Empty
2018,1,7,6,24,Empty
2018,1,7,7,55,Empty
2018,1,7,8,8,Empty
2018,1,7,9,14,Empty
2018,1,7,12,35,Empty
2018,1,7,13,59,Empty
2018,1,14,14,28,Empty
2018,1,14,14,58,Empty
2018,2,14,1,54,Empty
2018,2,14,2,1,Empty
2018,1,13,12,50,Empty
2018,1,13,15,4,Empty
2018,2,12,18,26,Empty
2018,2,12,18,32,Empty
2018,2,12,18,50,Empty
2018,2,7,7,5,Empty
2018,1,13,14,46,Occupied
2018,1,13,15,28,Empty
2018,1,13,16,29,Empty
2018,1,13,17,1,Empty
2018,1,13,17,15,Empty
2018,1,29,16,59,Occupied
2018,1,29,11,41,Empty
2018,1,29,11,59,Empty
2018,1,29,12,29,Empty
2018,2,12,23,57,Occupied
2018,2,13,0,3,Empty
2018,2,13,0,35,Occupied
2018,2,13,0,55,Occupied
2018,2,13,1,7,Empty
2018,2,13,1,22,Occupied
2018,2,13,1,38,Occupied
2018,2,13,1,48,Occupied
2018,1,26,21,46,Empty
2018,2,9,19,32,Occupied
2018,2,9,8,27,Empty
2018,2,12,15,34,Occupied
2018,2,12,16,11,Occupied
2018,2,9,12,22,Empty
2018,2,9,13,7,Empty
2018,2,9,14,57,Empty
2018,2,9,15,39,Empty
2018,1,28,21,10,Empty
2018,1,28,22,32,Occupied
2018,1,12,23,55,Occupied
2018,1,13,1,22,Empty
2018,1,20,9,19,Empty
2018,1,20,10,53,Empty
2018,1,20,12,21,Empty
2018,1,30,0,59,Occupied
2018,1,30,1,10,Occupied
2018,1,30,1,21,Empty
2018,1,30,2,20,Empty
2018,1,30,4,26,Empty
2018,2,14,18,31,Occupied
2018,2,14,18,53,Empty
2018,2,14,19,5,Empty
2018,2,14,19,16,Occupied
2018,2,16,19,26,Empty
2018,2,16,20,35,Occupied
2018,2,16,20,41,Occupied
2018,2,16,21,2,Occupied
2018,2,6,14,51,Occupied
2018,2,6,16,8,Empty
2018,1,14,21,40,Empty
2018,1,14,22,16,Empty
2018,1,14,22,50,Empty
2018,2,14,4,56,Empty
2018,1,30,11,42,Empty
2018,2,11,9,22,Empty
2018,2,11,11,59,Empty
2018,1,22,16,45,Empty
2018,1,22,16,57,Empty
2018,1,22,18,26,Empty
2018,1,22,18,32,Empty
2018,1,22,19,5,Occupied
2018,1,22,19,17,Empty
2018,2,10,16,50,Occupied
2018,2,10,17,58,Empty
2018,2,10,18,32,Empty
2018,2,10,18,38,Empty
2018,2,10,19,32,Occupied
2018,2,10,19,37,Occupied
2018,2,10,19,59,Occupied
2018,2,10,20,4,Occupied
2018,2,10,20,10,Occupied
2018,2,10,20,31,Occupied
2018,1,27,20,48,Empty
2018,1,27,20,54,Empty
2018,1,27,22,11,Empty
2018,1,27,22,48,Empty
2018,1,23,7,47,Empty
2018,1,23,8,36,Empty
2018,1,7,19,50,Empty
2018,1,7,21,2,Empty
2018,1,7,21,51,Empty
2018,2,9,11,17,Empty
2018,2,9,13,19,Empty
2018,2,9,14,45,Empty
2018,2,10,16,17,Empty
2018,2,10,17,41,Occupied
2018,2,10,19,21,Empty
2018,2,10,8,37,Empty
2018,2,10,9,13,Empty
2018,2,10,10,14,Empty
2018,2,10,11,35,Empty
2018,2,10,12,59,Empty
2018,2,8,1,48,Empty
2018,2,8,2,41,Empty
2018,2,8,3,40,Empty
2018,2,13,9,43,Empty
2018,1,13,10,43,Empty
2018,1,19,16,35,Empty
2018,1,19,17,36,Empty
2018,1,5,12,12,Occupied
2018,1,5,12,36,Empty
2018,1,5,12,42,Empty
2018,1,5,12,48,Empty
2018,1,5,14,36,Empty
2018,1,5,15,0,Empty
2018,1,5,15,30,Empty
2018,1,5,16,24,Empty
2018,1,13,20,33,Occupied
2018,1,13,21,43,Empty
2018,1,13,22,1,Empty
2018,1,14,10,15,Empty
2018,1,14,11,34,Empty
2018,1,14,11,46,Empty
2018,1,14,12,4,Empty
2018,2,6,15,13,Occupied
2018,1,22,4,57,Empty
2018,1,22,7,43,Empty
2018,2,13,23,34,Empty
2018,2,14,1,46,Empty
2018,2,14,3,10,Empty
2018,1,19,11,30,Empty
2018,2,14,15,38,Empty
2018,2,14,15,44,Empty
2018,2,14,15,50,Empty
2018,2,14,11,49,Empty
2018,2,14,11,55,Empty
2018,2,14,12,31,Empty
2018,2,14,6,26,Empty
2018,2,14,8,1,Empty
2018,2,9,7,26,Empty
2018,2,9,7,51,Empty
2018,1,26,20,12,Occupied
2018,1,22,8,10,Empty
2018,1,15,9,43,Empty
2018,1,15,9,49,Empty
2018,1,15,10,7,Empty
2018,1,15,10,25,Empty
2018,1,15,10,44,Empty
2018,1,22,13,40,Occupied
2018,1,5,17,45,Empty
2018,1,5,19,3,Empty
2018,1,21,9,4,Empty
2018,1,21,12,11,Empty
2018,1,21,12,23,Empty
2018,1,21,13,6,Empty
2018,2,9,2,33,Empty
2018,2,9,3,8,Empty
2018,2,14,15,56,Occupied
2018,2,14,18,15,Occupied
2018,2,14,19,11,Occupied
2018,2,9,10,42,Empty
2018,1,29,11,53,Empty
2018,1,29,12,5,Empty
2018,2,7,9,7,Empty
2018,2,6,14,46,Occupied
2018,2,6,15,25,Empty
2018,2,6,15,56,Empty
2018,2,6,16,26,Empty
2018,2,6,16,38,Empty
2018,2,6,16,50,Empty
2018,2,6,17,8,Occupied
2018,2,6,18,49,Occupied
2018,2,15,10,45,Empty
2018,2,15,10,56,Occupied
2018,2,9,9,51,Occupied
2018,2,9,11,5,Empty
2018,1,20,13,57,Empty
2018,1,20,15,0,Occupied
2018,1,20,16,29,Empty
2018,1,20,16,54,Empty
2018,1,20,17,18,Empty
2018,1,23,8,17,Empty
2018,2,16,8,3,Empty
2018,2,16,9,16,Empty
2018,1,23,22,43,Occupied
2018,1,23,23,11,Occupied
2018,1,23,23,39,Occupied
2018,2,15,6,18,Empty
2018,2,15,6,48,Empty
2018,2,15,7,13,Empty
2018,2,15,8,19,Empty
2018,2,15,8,25,Empty
2018,2,13,18,14,Occupied
2018,2,13,18,45,Occupied
2018,2,17,9,46,Empty
2018,2,17,10,16,Empty
2018,2,17,10,22,Empty
2018,2,17,10,28,Empty
2018,2,10,0,13,Occupied
2018,2,10,1,1,Occupied
2018,2,10,4,9,Empty
2018,1,19,12,34,Occupied
2018,2,8,19,46,Empty
2018,2,8,20,26,Occupied
2018,2,8,21,39,Empty
2018,2,8,21,51,Empty
2018,2,10,22,58,Occupied
2018,2,10,23,15,Occupied
2018,2,10,23,21,Empty
2018,2,11,0,29,Empty
2018,1,5,18,46,Empty
2018,1,5,19,27,Empty
2018,1,5,20,34,Empty
2018,1,5,20,39,Occupied
2018,1,19,21,51,Empty
2018,1,19,22,9,Empty
2018,1,19,23,9,Occupied
2018,1,20,0,57,Empty
2018,1,20,1,5,Empty
2018,2,9,9,3,Empty
2018,2,9,9,15,Empty
2018,1,28,15,16,Empty
2018,1,28,15,39,Empty
2018,1,5,16,43,Empty
2018,1,15,16,7,Empty
2018,1,15,17,37,Empty
2018,1,15,17,58,Empty
2018,1,15,19,10,Empty
2018,1,15,19,28,Empty
2018,2,10,4,35,Empty
2018,2,10,5,0,Empty
2018,2,10,6,0,Empty
2018,2,10,7,6,Empty
2018,2,7,7,42,Empty
2018,2,7,9,54,Empty
2018,2,7,10,12,Empty
2018,2,7,10,43,Empty
2018,1,28,21,28,Empty
2018,1,28,22,21,Occupied
2018,1,13,1,35,Empty
2018,1,13,1,48,Empty
2018,1,12,20,45,Occupied
2018,1,12,22,4,Empty
2018,2,10,11,47,Empty
2018,2,10,11,53,Empty
2018,2,10,14,24,Empty
2018,2,10,15,30,Empty
2018,1,27,13,34,Empty
2018,1,27,14,59,Empty
2018,1,27,16,12,Empty
2018,1,27,17,25,Empty
2018,1,27,18,30,Empty
2018,1,7,7,31,Empty
2018,1,7,9,20,Empty
2018,1,27,21,37,Empty
2018,1,27,22,36,Empty
2018,1,28,1,7,Empty
2018,1,28,1,14,Empty
2018,1,13,18,27,Empty
2018,1,13,18,48,Empty
2018,1,13,19,45,Empty
2018,1,14,0,4,Occupied
2018,1,14,0,15,Occupied
2018,1,14,1,50,Empty
2018,2,11,2,20,Empty
2018,2,11,4,32,Empty
2018,1,15,6,19,Empty
2018,1,15,6,26,Empty
2018,1,15,7,1,Empty
2018,1,15,7,8,Empty
2018,1,15,7,15,Empty
2018,1,6,12,9,Empty
2018,1,6,13,9,Empty
2018,1,6,14,40,Empty
2018,1,6,14,46,Empty
2018,1,6,15,29,Empty
2018,1,6,16,36,Empty
2018,1,6,17,42,Empty
2018,2,7,16,25,Empty
2018,2,7,16,42,Occupied
2018,2,7,17,24,Occupied
2018,2,7,17,36,Empty
2018,2,7,17,48,Occupied
2018,2,12,14,8,Occupied
2018,2,14,17,53,Occupied
2018,2,14,18,10,Occupied
2018,1,26,22,49,Occupied
2018,2,12,22,38,Empty
2018,2,12,23,18,Empty
2018,2,12,23,35,Empty
2018,2,13,0,19,Occupied
2018,2,9,12,11,Empty
2018,2,9,12,32,Occupied
2018,2,13,22,25,Occupied
2018,2,13,22,48,Empty
2018,2,13,22,53,Occupied
2018,2,13,23,15,Empty
2018,2,13,23,28,Empty
2018,2,13,23,53,Empty
2018,2,14,1,15,Empty
2018,2,14,1,22,Empty
2018,2,14,2,47,Empty
2018,1,13,18,12,Empty
2018,1,13,19,52,Empty
2018,2,14,13,37,Empty
2018,2,14,14,32,Empty
2018,1,23,19,54,Empty
2018,1,23,20,17,Occupied
2018,1,23,20,44,Empty
2018,1,23,21,2,Occupied
2018,1,23,21,13,Occupied
2018,1,23,22,1,Occupied
2018,1,23,22,54,Occupied
2018,1,12,13,50,Empty
2018,1,5,11,24,Occupied
2018,2,15,4,28,Empty
2018,2,14,16,32,Empty
2018,2,14,16,44,Empty
2018,2,14,17,9,Empty
2018,2,14,17,20,Occupied
2018,2,14,17,48,Occupied
2018,1,23,6,35,Empty
2018,2,8,14,6,Empty
2018,2,8,16,13,Empty
2018,2,8,16,26,Empty
2018,2,13,16,15,Empty
2018,2,13,17,45,Empty
2018,1,12,13,2,Empty
2018,1,12,13,8,Empty
2018,1,14,14,34,Empty
2018,1,14,15,21,Empty
2018,1,14,15,33,Empty
2018,1,14,16,20,Empty
2018,1,29,7,20,Empty
2018,1,12,16,6,Empty
2018,2,10,1,12,Occupied
2018,1,19,19,32,Empty
2018,1,19,21,27,Empty
2018,1,19,22,27,Empty
2018,1,20,6,21,Empty
2018,1,20,8,24,Empty
2018,1,20,9,1,Empty
2018,1,28,1,57,Empty
2018,1,28,3,36,Empty
2018,1,13,13,24,Empty
2018,1,13,14,52,Empty
2018,1,13,14,58,Empty
2018,1,13,16,11,Empty
2018,2,16,23,6,Empty
2018,2,16,23,19,Empty
2018,2,17,0,37,Empty
2018,2,17,1,8,Empty
2018,2,8,9,24,Empty
2018,2,8,10,11,Empty
2018,2,8,11,9,Occupied
2018,2,8,11,30,Occupied
2018,2,8,11,48,Empty
2018,1,5,18,28,Empty
2018,2,14,14,13,Empty
2018,2,14,14,38,Empty
2018,1,15,9,31,Empty
2018,1,22,16,39,Empty
2018,1,22,17,30,Occupied
2018,1,22,18,3,Occupied
2018,1,30,5,58,Empty
2018,1,30,8,9,Empty
2018,2,13,20,35,Occupied
2018,2,13,21,47,Occupied
2018,2,13,21,58,Occupied
2018,1,29,20,46,Occupied
2018,2,13,14,41,Occupied
2018,1,13,8,13,Empty
2018,1,13,10,18,Empty
2018,1,15,11,26,Empty
2018,1,30,14,18,Empty
2018,1,30,14,52,Occupied
2018,1,30,15,57,Occupied
2018,1,30,16,3,Occupied
2018,1,30,16,9,Empty
2018,2,10,18,54,Occupied
2018,2,10,19,48,Occupied
2018,2,10,21,20,Occupied
2018,1,7,8,38,Empty
2018,1,7,9,2,Empty
2018,1,7,11,10,Empty
2018,1,7,12,4,Empty
2018,1,7,13,5,Empty
2018,1,7,13,47,Empty
2018,1,7,14,36,Empty
2018,1,7,15,36,Occupied
2018,1,7,16,37,Empty
2018,2,6,14,15,Empty
2018,2,6,16,14,Empty
2018,2,6,17,2,Empty
2018,2,6,17,20,Empty
2018,2,14,23,31,Occupied
2018,2,15,1,11,Empty
2018,1,22,9,41,Empty
2018,1,22,9,53,Empty
2018,1,22,9,59,Empty
2018,1,22,12,5,Empty
2018,1,22,12,17,Empty
2018,1,22,12,28,Occupied
2018,1,22,12,49,Occupied
2018,2,17,2,55,Occupied
2018,2,17,3,0,Occupied
2018,2,17,4,10,Empty
2018,2,17,6,33,Empty
2018,2,17,6,40,Empty
2018,2,17,7,27,Empty
2018,2,12,20,37,Occupied
2018,2,12,22,10,Occupied
2018,2,12,22,15,Occupied
2018,2,12,22,20,Occupied
2018,2,12,23,1,Occupied
2018,2,14,4,3,Empty
2018,2,14,4,10,Empty
2018,2,14,4,33,Empty
2018,1,27,0,18,Occupied
2018,1,27,0,52,Occupied
2018,1,27,2,22,Occupied
2018,2,15,13,3,Empty
2018,2,15,13,20,Empty
2018,2,15,13,55,Empty
2018,2,15,15,33,Occupied
2018,1,6,8,4,Empty
2018,1,6,8,23,Empty
2018,1,23,0,6,Empty
2018,1,23,1,51,Empty
2018,1,23,2,21,Empty
2018,1,23,2,39,Occupied
2018,2,13,8,18,Empty
2018,1,19,20,8,Empty
2018,1,19,21,3,Empty
2018,1,19,21,45,Empty
2018,1,19,21,57,Empty
2018,1,19,22,3,Empty
2018,1,19,23,4,Empty
2018,1,20,0,33,Empty
2018,1,29,8,45,Empty
2018,1,29,8,51,Empty
2018,1,29,9,3,Empty
2018,2,15,13,26,Occupied
2018,2,15,13,49,Empty
2018,1,23,8,54,Empty
2018,1,23,9,42,Empty
2018,1,23,10,25,Empty
2018,1,23,10,37,Empty
2018,2,8,1,33,Empty
2018,2,8,3,18,Empty
2018,2,8,5,1,Empty
2018,1,5,13,59,Empty
2018,1,14,10,46,Empty
2018,1,14,11,28,Empty
2018,1,14,12,57,Empty
2018,1,23,19,42,Occupied
2018,1,23,21,40,Empty
2018,1,23,21,56,Occupied
2018,1,23,22,27,Occupied
2018,1,23,22,48,Occupied
2018,2,17,0,6,Empty
2018,2,9,23,21,Occupied
2018,2,10,1,28,Occupied
2018,1,28,20,5,Empty
2018,1,28,20,11,Empty
2018,1,28,21,40,Empty
2018,1,29,9,56,Empty
2018,1,29,11,17,Empty
2018,2,9,21,42,Occupied
2018,2,9,23,10,Occupied
2018,1,24,7,51,Empty
2018,1,24,8,3,Empty
2018,1,24,8,32,Occupied
2018,1,24,8,38,Empty
2018,2,7,21,2,Empty
2018,2,7,22,14,Empty
2018,2,7,22,56,Empty
2018,2,15,19,17,Occupied
2018,2,15,21,47,Empty
2018,1,19,17,18,Empty
2018,1,19,18,44,Occupied
2018,1,30,11,30,Empty
2018,2,12,19,31,Empty
2018,2,12,21,0,Empty
2018,1,29,23,28,Empty
2018,2,14,9,37,Empty
2018,2,14,10,49,Empty
2018,2,14,11,25,Empty
2018,2,14,11,31,Empty
2018,1,22,9,28,Empty
2018,1,22,11,11,Empty
2018,2,10,10,30,Occupied
2018,2,10,12,41,Empty
2018,2,10,12,53,Empty
2018,2,10,13,41,Empty
2018,2,10,13,47,Empty
2018,1,14,5,8,Empty
2018,1,14,7,25,Empty
2018,1,21,23,51,Empty
2018,1,22,1,9,Empty
2018,1,22,3,47,Empty
2018,1,22,4,3,Empty
2018,1,22,4,26,Empty
2018,1,26,13,56,Occupied
2018,1,28,6,29,Empty
2018,1,28,7,4,Empty
2018,1,28,7,48,Empty
2018,1,28,9,44,Empty
2018,1,22,8,58,Empty
2018,1,22,9,16,Empty
2018,1,22,9,22,Empty
2018,1,22,9,35,Empty
2018,1,22,10,43,Occupied
2018,1,26,21,23,Occupied
2018,1,15,2,13,Empty
2018,1,15,4,0,Empty
2018,2,14,15,2,Empty
2018,2,14,15,14,Empty
2018,1,23,0,22,Empty
2018,1,23,0,50,Occupied
2018,1,23,1,34,Occupied
2018,1,23,2,9,Empty
2018,1,23,2,15,Empty
2018,1,23,7,34,Empty
2018,1,23,7,59,Empty
2018,2,7,18,6,Empty
2018,2,7,19,27,Occupied
2018,2,7,19,39,Empty
2018,1,20,7,7,Empty
2018,1,20,7,54,Empty
2018,1,20,8,6,Empty
2018,1,20,8,18,Empty
2018,1,20,9,7,Empty
2018,1,20,9,37,Empty
2018,1,20,9,49,Empty
2018,1,20,10,26,Empty
2018,1,23,13,33,Empty
2018,1,23,13,45,Occupied
2018,1,23,13,50,Occupied
2018,1,23,15,29,Empty
2018,1,23,15,40,Occupied
2018,1,12,16,25,Empty
2018,1,12,16,55,Empty
2018,1,12,18,36,Occupied
2018,1,21,22,26,Empty
2018,1,22,0,26,Empty
2018,1,22,0,38,Empty
2018,1,22,1,49,Empty
2018,1,22,1,57,Empty
2018,1,14,10,40,Empty
2018,1,14,10,58,Empty
2018,1,23,5,30,Empty
2018,1,23,7,11,Empty
2018,2,8,20,4,Empty
2018,2,8,21,15,Occupied
2018,2,8,22,25,Empty
2018,1,12,17,59,Empty
2018,1,12,18,18,Empty
2018,1,12,18,52,Occupied
2018,1,26,12,45,Occupied
2018,1,13,21,55,Empty
2018,1,5,18,40,Empty
2018,1,5,19,58,Empty
2018,1,5,21,20,Occupied
2018,1,22,21,59,Empty
2018,1,22,23,0,Empty
2018,1,22,23,9,Empty
2018,1,19,20,32,Empty
2018,2,14,10,37,Empty
2018,2,16,0,15,Empty
2018,2,16,1,23,Empty
2018,1,15,8,42,Empty
2018,1,15,9,19,Empty
2018,1,15,10,1,Empty
2018,1,15,10,19,Empty
2018,1,22,3,23,Empty
2018,1,22,4,18,Empty
2018,1,22,12,33,Occupied
2018,1,22,14,7,Empty
2018,2,8,13,36,Empty
2018,2,8,13,48,Empty
2018,2,8,14,55,Empty
2018,2,8,15,7,Empty
2018,2,8,15,13,Empty
2018,2,8,15,19,Empty
2018,2,8,16,19,Empty
2018,2,6,14,36,Occupied
2018,2,16,7,45,Empty
2018,1,24,2,36,Empty
2018,1,24,4,54,Empty
2018,1,14,20,33,Occupied
2018,1,14,20,56,Occupied
2018,1,14,21,19,Empty
2018,1,7,22,40,Empty
2018,1,7,22,46,Empty
2018,1,19,21,33,Empty
2018,1,19,23,21,Empty
2018,1,29,15,29,Occupied
2018,2,13,13,20,Empty
2018,2,13,13,32,Empty
2018,1,22,3,31,Empty
2018,1,22,6,23,Empty
2018,1,28,4,48,Empty
2018,1,28,6,8,Empty
2018,1,28,6,15,Empty
2018,1,28,6,22,Empty
2018,1,28,8,37,Empty
2018,2,12,22,32,Empty
2018,2,12,22,43,Occupied
2018,2,12,22,49,Occupied
2018,1,15,11,14,Empty
2018,1,15,11,20,Empty
2018,1,20,11,35,Empty
2018,1,6,10,50,Empty
2018,1,6,11,8,Empty
2018,1,6,11,14,Empty
2018,1,6,14,34,Empty
2018,1,6,14,53,Empty
2018,1,6,16,17,Empty
2018,1,6,16,30,Empty
2018,1,6,16,42,Empty
2018,1,14,4,20,Empty
2018,1,14,4,30,Empty
2018,1,14,6,35,Empty
2018,2,10,6,31,Empty
2018,1,14,6,56,Empty
2018,1,14,7,3,Empty
2018,1,14,8,8,Empty
2018,1,14,9,27,Empty
2018,1,14,9,39,Empty
2018,1,14,9,45,Empty
2018,1,28,4,57,Empty
2018,1,28,5,6,Empty
2018,1,23,13,22,Occupied
2018,1,23,13,55,Occupied
2018,1,23,14,18,Occupied
2018,1,23,14,30,Occupied
2018,1,23,14,40,Occupied
2018,2,8,10,41,Empty
2018,2,8,11,42,Empty
2018,2,8,11,55,Empty
2018,2,8,12,47,Empty
2018,2,16,6,22,Empty
2018,2,16,7,15,Empty
2018,1,26,22,26,Occupied
2018,1,26,22,54,Occupied
2018,1,20,22,26,Occupied
2018,1,20,23,30,Empty
2018,1,21,0,34,Occupied
2018,1,21,1,56,Empty
2018,1,14,13,46,Empty
2018,1,14,14,40,Empty
2018,2,6,17,51,Empty
2018,2,6,17,57,Empty
2018,2,6,18,31,Empty
2018,2,6,19,16,Occupied
2018,2,6,20,37,Empty
2018,2,6,21,31,Empty
2018,2,9,20,7,Empty
2018,2,9,21,15,Occupied
2018,2,9,21,26,Empty
2018,2,9,21,37,Occupied
2018,2,9,22,34,Occupied
2018,2,9,22,39,Occupied
2018,2,8,18,14,Empty
2018,2,8,18,20,Empty
2018,2,8,18,49,Occupied
2018,1,13,5,5,Empty
2018,1,13,6,31,Empty
2018,1,13,7,36,Empty
2018,1,20,18,47,Occupied
2018,1,20,19,8,Empty
2018,1,20,19,31,Occupied
2018,2,17,10,40,Empty
2018,2,11,4,45,Empty
2018,2,11,6,28,Empty
2018,2,11,7,15,Empty
2018,2,11,7,40,Empty
2018,2,11,8,16,Empty
2018,1,14,7,56,Empty
2018,1,14,8,20,Empty
2018,1,14,8,57,Empty
2018,1,14,9,3,Empty
2018,1,14,9,21,Empty
2018,2,8,0,39,Empty
2018,2,8,0,56,Empty
2018,2,8,3,32,Empty
2018,2,8,4,2,Empty
2018,1,20,23,5,Occupied
2018,1,21,1,6,Empty
2018,1,21,1,32,Occupied
2018,1,12,17,1,Empty
2018,1,12,17,39,Empty
2018,1,29,14,18,Occupied
2018,1,29,14,35,Empty
2018,1,29,13,45,Empty
2018,1,22,22,23,Empty
2018,1,23,1,11,Occupied
2018,2,11,8,28,Empty
2018,2,11,9,58,Empty
2018,2,11,11,17,Empty
2018,2,14,18,4,Occupied
2018,1,15,12,54,Empty
2018,1,15,14,55,Empty
2018,1,15,15,19,Empty
2018,1,15,15,25,Empty
2018,1,15,17,29,Empty
2018,1,5,17,13,Empty
2018,1,29,17,16,Empty
2018,1,29,19,21,Occupied
2018,2,14,4,48,Empty
2018,1,28,2,47,Empty
2018,1,28,2,55,Empty
2018,1,28,3,11,Occupied
2018,1,28,3,21,Occupied
2018,1,28,5,51,Empty
2018,1,14,6,28,Empty
2018,1,23,13,11,Occupied
2018,1,23,14,35,Occupied
2018,1,23,15,7,Occupied
2018,1,22,14,13,Empty
2018,1,30,7,15,Empty
2018,1,30,7,21,Empty
2018,1,30,8,3,Empty
2018,1,30,10,59,Empty
2018,1,22,16,21,Empty
2018,2,12,23,52,Occupied
2018,2,14,2,9,Empty
2018,2,14,3,2,Empty
2018,1,21,9,59,Empty
2018,1,21,10,52,Empty
2018,1,21,12,48,Empty
2018,1,21,13,18,Empty
2018,1,21,14,7,Occupied
2018,1,21,14,33,Occupied
2018,1,5,11,8,Occupied
2018,2,14,9,6,Empty
2018,2,14,9,31,Empty
2018,2,14,10,55,Empty
2018,1,30,9,28,Empty
2018,2,11,7,27,Empty
2018,1,23,3,13,Empty
2018,1,23,5,40,Empty
2018,2,16,11,54,Occupied
2018,2,16,12,34,Empty
2018,2,16,13,27,Occupied
2018,2,16,13,45,Empty
2018,2,16,14,16,Empty
2018,1,29,19,26,Occupied
2018,1,29,21,24,Empty
2018,1,29,21,53,Occupied
2018,1,29,22,41,Occupied
2018,2,13,10,50,Empty
2018,2,13,11,7,Empty
2018,2,13,11,37,Empty
2018,2,16,22,17,Empty
2018,2,16,23,37,Empty
2018,1,21,20,11,Occupied
2018,1,21,21,13,Empty
2018,1,21,21,48,Occupied
2018,1,21,22,57,Empty
2018,1,21,23,43,Empty
2018,1,22,10,32,Occupied
2018,1,22,11,23,Empty
2018,1,22,11,29,Empty
2018,1,22,11,35,Empty
2018,2,15,1,52,Empty
2018,1,13,6,37,Empty
2018,1,13,7,4,Empty
2018,1,13,8,7,Empty
2018,1,27,1,47,Occupied
2018,1,27,3,3,Occupied
2018,2,16,18,32,Empty
2018,2,16,19,8,Occupied
2018,2,16,21,47,Occupied
2018,1,20,12,4,Empty
2018,1,20,12,27,Occupied
2018,1,20,12,43,Occupied
2018,1,20,12,48,Occupied
2018,1,20,13,10,Empty
2018,1,20,14,3,Empty
2018,2,12,15,50,Occupied
2018,1,15,4,14,Empty
2018,1,15,6,12,Empty
2018,2,9,6,55,Empty
2018,2,9,8,45,Empty
2018,2,9,9,21,Empty
2018,2,9,9,34,Empty
2018,1,22,22,50,Empty
2018,1,23,1,23,Empty
2018,1,23,2,27,Empty
2018,1,5,15,43,Empty
2018,2,16,6,14,Empty
2018,1,13,7,30,Empty
2018,1,20,18,27,Occupied
2018,1,20,20,51,Occupied
2018,1,20,21,2,Occupied
2018,1,20,21,8,Empty
2018,1,20,21,49,Empty
2018,2,10,21,30,Occupied
2018,2,10,21,53,Occupied
2018,2,10,23,32,Empty
2018,1,30,9,22,Empty
2018,1,30,9,41,Empty
2018,1,30,9,47,Empty
2018,1,30,9,53,Empty
2018,1,30,10,35,Empty
2018,1,30,10,53,Empty
2018,1,14,23,46,Empty
2018,1,15,0,11,Empty
2018,1,15,1,31,Empty
2018,1,21,2,45,Empty
2018,1,21,3,34,Empty
2018,1,21,5,53,Empty
2018,1,5,16,52,Empty
2018,2,14,13,19,Empty
2018,2,14,13,49,Empty
2018,1,26,23,45,Occupied
2018,1,27,0,6,Occupied
2018,1,27,1,58,Empty
2018,1,27,2,28,Empty
2018,1,27,2,52,Occupied
2018,2,12,14,13,Occupied
2018,2,12,15,29,Occupied
2018,2,12,15,39,Occupied
2018,2,12,15,44,Occupied
2018,2,12,15,55,Occupied
2018,2,12,16,23,Empty
2018,2,12,17,38,Empty
2018,2,12,17,56,Empty
2018,2,13,18,3,Empty
2018,2,13,18,27,Empty
2018,2,13,19,2,Empty
2018,2,13,21,2,Occupied
2018,1,21,3,13,Empty
2018,1,21,4,1,Empty
2018,1,21,5,5,Empty
2018,1,21,5,13,Empty
2018,1,21,8,4,Empty
2018,1,12,12,30,Occupied
2018,1,12,14,14,Empty
2018,1,12,14,26,Empty
2018,2,9,20,25,Empty
2018,2,9,20,37,Empty
2018,2,9,20,43,Empty
2018,2,9,21,47,Occupied
2018,2,9,22,7,Occupied
2018,2,9,22,23,Occupied
2018,2,9,22,49,Occupied
2018,2,9,23,16,Occupied
2018,2,9,23,26,Occupied
2018,1,22,7,1,Empty
2018,1,22,8,28,Empty
2018,2,14,10,1,Empty
2018,1,29,8,26,Empty
2018,2,8,12,0,Occupied
2018,2,8,12,5,Occupied
2018,2,8,13,42,Empty
2018,1,13,0,57,Empty
2018,2,17,6,53,Empty
2018,2,17,8,45,Empty
2018,2,15,5,27,Empty
2018,2,15,5,50,Empty
2018,2,15,6,10,Empty
2018,2,15,9,14,Empty
2018,2,11,9,10,Empty
2018,2,15,9,44,Empty
2018,1,14,2,52,Empty
2018,1,14,3,21,Empty
2018,1,14,3,51,Empty
2018,1,14,5,27,Empty
2018,2,8,4,46,Empty
2018,2,8,5,9,Empty
2018,2,8,5,16,Empty
2018,2,8,5,23,Empty
2018,2,9,4,35,Empty
2018,1,6,10,44,Empty
2018,1,6,15,5,Empty
2018,1,6,15,35,Empty
2018,1,6,16,11,Empty
2018,1,6,16,54,Empty
2018,1,6,17,30,Empty
2018,2,15,2,17,Empty
2018,2,17,1,54,Empty
2018,1,29,9,15,Empty
2018,1,29,9,33,Empty
2018,1,28,11,14,Empty
2018,1,28,11,39,Empty
2018,1,28,13,40,Empty
2018,1,28,15,10,Empty
2018,2,12,16,39,Empty
2018,2,12,17,3,Empty
2018,2,12,18,2,Empty
2018,2,8,11,20,Occupied
2018,1,15,8,36,Empty
2018,1,15,10,38,Empty
2018,2,6,18,8,Occupied
2018,2,6,19,21,Occupied
